time,rms,crest_factor,total_fft_energy
0.02624990,0.01785063,1.88372520,0.07292241
0.02874990,0.01789090,1.87948502,0.07240310
0.03124990,0.01789067,1.87950889,0.07179264
0.03374990,0.01764948,1.90519328,0.06755954
0.03624990,0.01719860,1.95514046,0.06206463
0.03874990,0.01590349,2.11435774,0.05142513
0.04124990,0.01411231,2.38271998,0.04003263
0.04374990,0.01194253,2.47728075,0.02910964
0.04624990,0.00994428,2.34622539,0.02170982
0.04874990,0.00846832,2.03577239,0.01795173
0.05124990,0.00760877,1.76036001,0.01630644
0.05374990,0.00752772,1.77931315,0.01620225
0.05624990,0.00774307,1.72982723,0.01617629
0.05874990,0.00779753,1.71774709,0.01541374
0.06124990,0.00748377,1.78976443,0.01356369
0.06374990,0.00695602,1.92555309,0.01138229
0.06624990,0.00637170,2.10213531,0.00910746
0.06874990,0.00599536,2.23409023,0.00774924
0.07124990,0.00521220,1.88049042,0.00574039
0.07374990,0.00474062,1.85742596,0.00453380
0.07624990,0.00473476,1.85972379,0.00452261
0.07874990,0.00467997,1.88149468,0.00440731
0.08124990,0.00492187,1.78902506,0.00489834
0.08374990,0.00497193,1.77101334,0.00500482
0.08624990,0.00488379,1.66969769,0.00482134
0.08874990,0.00470482,1.73321143,0.00444433
0.09124990,0.00476688,1.71064710,0.00455515
0.09374990,0.00478960,1.70253110,0.00460031
0.09624990,0.00487207,1.67371284,0.00479182
0.09874990,0.00488047,1.67083201,0.00482141
0.10124990,0.00495127,1.64694035,0.00497973
0.10374990,0.00520724,1.99866422,0.00553086
0.10624990,0.00586950,2.48771536,0.00714069
0.10874990,0.00627704,2.32619652,0.00823611
0.11124990,0.00656099,2.22552216,0.00920459
0.11374990,0.00654634,2.23050435,0.00919297
0.11624990,0.00653135,2.23562442,0.00899999
0.11874990,0.00668349,2.18473338,0.00927383
0.12124990,0.00680941,2.14433212,0.00940318
0.12374990,0.00693374,2.10588288,0.00969492
0.12624990,0.00721254,2.02448006,0.01042243
0.12874990,0.00795623,1.96397308,0.01281645
0.13124990,0.00878195,2.06751269,0.01560620
0.13374990,0.00932079,1.94798864,0.01781967
0.13624990,0.00926208,1.96033741,0.01758324
0.13874990,0.00929138,1.95415515,0.01755047
0.14124990,0.00956003,1.89924130,0.01854020
0.14374990,0.00987678,1.83833243,0.01955994
0.14624990,0.01033245,1.75725954,0.02153421
0.14874990,0.01069065,1.69838032,0.02300803
0.15124990,0.01099902,1.65076513,0.02456046
0.15374990,0.01093568,1.66032657,0.02427344
