time,rms,crest_factor,total_fft_energy
0.02624990,0.01157003,2.16152756,0.03512582
0.02874990,0.01192567,2.09706804,0.03522854
0.03124990,0.01210720,2.06562474,0.03473520
0.03374990,0.01205668,2.07427987,0.03253644
0.03624990,0.01158029,2.15961135,0.02911830
0.03874990,0.01023851,2.44263391,0.02207334
0.04124990,0.00893890,2.79776482,0.01637483
0.04374990,0.00697651,2.61636184,0.00978408
0.04624990,0.00580325,2.23360915,0.00711947
0.04874990,0.00564812,2.29495501,0.00745281
0.05124990,0.00583903,2.21992324,0.00840367
0.05374990,0.00604770,2.14332617,0.00930688
0.05624990,0.00598457,2.16593575,0.00906979
0.05874990,0.00597552,2.16921533,0.00890083
0.06124990,0.00599344,2.16273112,0.00890395
0.06374990,0.00602348,2.15194270,0.00889909
0.06624990,0.00599865,2.16085213,0.00887982
0.06874990,0.00598462,2.16591842,0.00904276
0.07124990,0.00598967,2.16409004,0.00911393
0.07374990,0.00602750,2.15050950,0.00931411
0.07624990,0.00590164,2.19637193,0.00854910
0.07874990,0.00528253,1.90727862,0.00622741
0.08124990,0.00507794,1.98412156,0.00542548
0.08374990,0.00492488,2.04578438,0.00485498
0.08624990,0.00494387,2.03792658,0.00489184
0.08874990,0.00484981,2.07745074,0.00472378
0.09124990,0.00488981,2.06045680,0.00479985
0.09374990,0.00502990,2.00307008,0.00516732
0.09624990,0.00500966,2.01116221,0.00512595
0.09874990,0.00464328,1.63269905,0.00434591
0.10124990,0.00451397,1.67947095,0.00410945
0.10374990,0.00424521,1.78579299,0.00361381
0.10624990,0.00422313,1.79513197,0.00366302
0.10874990,0.00465530,1.88716503,0.00454346
0.11124990,0.00521696,2.11798630,0.00585604
0.11374990,0.00552550,1.99972006,0.00666599
0.11624990,0.00582650,1.89641340,0.00756029
0.11874990,0.00591656,1.86754762,0.00799256
0.12124990,0.00615375,1.79556384,0.00903385
0.12374990,0.00622960,1.77370144,0.00971791
0.12624990,0.00624290,1.76992267,0.00978131
0.12874990,0.00616387,1.79261776,0.00911993
0.13124990,0.00617297,1.78997320,0.00840802
0.13374990,0.00655823,1.88981241,0.00887754
0.13624990,0.00731071,2.00285978,0.01069855
0.13874990,0.00763100,1.91879454,0.01169053
0.14124990,0.00767925,1.90673699,0.01184483
0.14374990,0.00765296,1.91328862,0.01175408
0.14624990,0.00755729,1.93750874,0.01146573
0.14874990,0.00746611,1.96117032,0.01116259
0.15124990,0.00736477,1.98815831,0.01093795
0.15374990,0.00738647,1.98231565,0.01099815
0.15624990,0.00736323,1.98857399,0.01091217
0.15874990,0.00709663,2.06327684,0.01022512
0.16124990,0.00667572,2.19337092,0.00902518
0.16374990,0.00640921,2.28457577,0.00868452
0.16624990,0.00622138,2.35354812,0.00859155
0.16874990,0.00614227,2.38386068,0.00870215
0.17124990,0.00592870,2.46973431,0.00841472
0.17374990,0.00588699,2.48723486,0.00836914
0.17624990,0.00590705,2.47878840,0.00838683
0.17874990,0.00593031,2.46906500,0.00809151
0.18124990,0.00568009,2.57783387,0.00723381
0.18374990,0.00504160,2.90430277,0.00558120
0.18624990,0.00386434,2.53233188,0.00318595
0.18874990,0.00336923,1.74995678,0.00236762
0.19124990,0.00319837,1.84344222,0.00211231
0.19374990,0.00317293,1.85822226,0.00201581
0.19624990,0.00330437,1.78430601,0.00219003
0.19874990,0.00383558,2.32076745,0.00307806
0.20124990,0.00410475,2.16858386,0.00356953
0.20374990,0.00431122,2.06472969,0.00401248
0.20624990,0.00428406,2.07781753,0.00395098
0.20874990,0.00431117,2.06475218,0.00405783
0.21124990,0.00427536,2.08204631,0.00403956
0.21374990,0.00422433,2.10719781,0.00407238
0.21624990,0.00401483,2.21715517,0.00389455
0.21874990,0.00405418,2.19563278,0.00416542
0.22124990,0.00407005,2.18707168,0.00420613
0.22374990,0.00400120,2.22470744,0.00402818
0.22624990,0.00389143,2.28745890,0.00375578
0.22874990,0.00380029,2.34232089,0.00349499
0.23124990,0.00401193,2.21875645,0.00372259
0.23374990,0.00412023,2.16043419,0.00382882
0.23624990,0.00447545,1.98896186,0.00436961
0.23874990,0.00469994,1.89396084,0.00467212
0.24124990,0.00504402,1.76476213,0.00535806
0.24374990,0.00530078,1.67927962,0.00565331
0.24624990,0.00539720,1.64928093,0.00606601
0.24874990,0.00521868,1.60794274,0.00582614
0.25124990,0.00502436,1.67013102,0.00575315
0.25374990,0.00483995,1.73376668,0.00549968
0.25624990,0.00484966,1.73029495,0.00549876
0.25874990,0.00506086,1.65808801,0.00578927
0.26124990,0.00526168,1.59480371,0.00594776
0.26374990,0.00526923,1.59251888,0.00594137
0.26624990,0.00527271,1.59146585,0.00593234
0.26874990,0.00531069,1.58008537,0.00621214
0.27124990,0.00547858,1.53166547,0.00699064
0.27374990,0.00565613,1.48358423,0.00786015
0.27624990,0.00568141,1.47698307,0.00811783
0.27874990,0.00569159,1.47434014,0.00809996
0.28124990,0.00587874,1.50222667,0.00787649
0.28374990,0.00624942,1.78344044,0.00813881
0.28624990,0.00670013,2.01628707,0.00912753
0.28874990,0.00738178,2.17302392,0.01113590
0.29124990,0.00778849,2.05955021,0.01314806
0.29374990,0.00783373,2.04765644,0.01408751
0.29624990,0.00772603,2.07620041,0.01429100
0.29874990,0.00761478,2.10653204,0.01419955
0.30124990,0.00778034,2.06170790,0.01433084
0.30374990,0.00792481,2.02412257,0.01418102
0.30624990,0.00818272,1.96032345,0.01440834
0.30874990,0.00829270,1.93432621,0.01422007
0.31124990,0.00828619,1.93584485,0.01386491
0.31374990,0.00831961,1.92806995,0.01390889
0.31624990,0.00840833,1.90772600,0.01415993
0.31874990,0.00843875,1.90084791,0.01425387
0.32124990,0.00858380,1.86872754,0.01475516
0.32374990,0.00884658,1.81321827,0.01566205
0.32624990,0.00906201,1.77011283,0.01651278
0.32874990,0.00909732,1.76324256,0.01669442
0.33124990,0.00891428,1.79944888,0.01616355
0.33374990,0.00906146,1.77022102,0.01666513
0.33624990,0.00925856,1.73253636,0.01732141
0.33874990,0.00948682,1.95188212,0.01815714
0.34124990,0.00933534,1.98355386,0.01764690
0.34374990,0.00911974,2.03044880,0.01693878
0.34624990,0.00912317,2.02968427,0.01709859
0.34874990,0.00923119,2.00593322,0.01759381
0.35124990,0.00944920,1.95965237,0.01858838
0.35374990,0.00942539,1.96460444,0.01848083
0.35624990,0.00919420,2.01400497,0.01732178
0.35874990,0.00896876,2.06462927,0.01633654
0.36124990,0.00918174,2.01673701,0.01687384
0.36374990,0.00935195,1.98003239,0.01757664
0.36624990,0.00931736,1.98738220,0.01757424
0.36874990,0.00925573,2.00061542,0.01753150
0.37124990,0.00899519,2.05856176,0.01689558
