time,rms,crest_factor,total_fft_energy
0.02624990,0.00858539,1.90611855,0.01498589
0.02874990,0.00865974,1.88975237,0.01523856
0.03124990,0.00856268,1.91117384,0.01469689
0.03374990,0.00847218,1.93159054,0.01458506
0.03624990,0.00820476,1.99454553,0.01369253
0.03874990,0.00810781,2.01839736,0.01346240
0.04124990,0.00815236,2.00736518,0.01359684
0.04374990,0.00833200,1.96408648,0.01403163
0.04624990,0.00840923,1.94604911,0.01428049
0.04874990,0.00845360,1.93583516,0.01440984
0.05124990,0.00821447,1.99218925,0.01365066
0.05374990,0.00787851,2.07714014,0.01290034
0.05624990,0.00754919,2.16775226,0.01225032
0.05874990,0.00779522,2.09933444,0.01350450
0.06124990,0.00790465,2.07027268,0.01398313
0.06374990,0.00752096,2.17588961,0.01235607
0.06624990,0.00657913,2.14963850,0.00918845
0.06874990,0.00592138,1.69852141,0.00704707
0.07124990,0.00579623,1.50691825,0.00689688
0.07374990,0.00562786,1.55200023,0.00664320
0.07624990,0.00588660,1.48378315,0.00759728
0.07874990,0.00579952,1.50606287,0.00765166
0.08124990,0.00574329,1.52080821,0.00770197
0.08374990,0.00566628,1.54147718,0.00770569
0.08624990,0.00587855,1.48581604,0.00787085
0.08874990,0.00597749,1.46122114,0.00770037
0.09124990,0.00595176,1.46753808,0.00731239
0.09374990,0.00577661,1.51203512,0.00673301
0.09624990,0.00564101,1.54838248,0.00638284
0.09874990,0.00530995,1.64491954,0.00577304
0.10124990,0.00516937,1.68965221,0.00553929
0.10374990,0.00524020,1.66681413,0.00561921
0.10624990,0.00580464,2.00352272,0.00682213
0.10874990,0.00588878,1.97489440,0.00710611
0.11124990,0.00579433,2.00708526,0.00718607
0.11374990,0.00576168,2.01845920,0.00721764
0.11624990,0.00605891,1.91944154,0.00765359
0.11874990,0.00683004,2.24137008,0.00943208
0.12124990,0.00717096,2.13481409,0.01048807
0.12374990,0.00739224,2.07090902,0.01154622
0.12624990,0.00720439,2.12490632,0.01115498
0.12874990,0.00722268,2.11952698,0.01117412
0.13124990,0.00751736,2.03644128,0.01179247
0.13374990,0.00769120,1.99041070,0.01207617
0.13624990,0.00760429,2.01316111,0.01174116
0.13874990,0.00747645,2.04758364,0.01120646
0.14124990,0.00737743,2.07506639,0.01101302
0.14374990,0.00729272,2.09916959,0.01074603
0.14624990,0.00724157,2.11399625,0.01064328
0.14874990,0.00724786,2.11216209,0.01067899
0.15124990,0.00724533,2.11289983,0.01065648
0.15374990,0.00721968,2.12040654,0.01057408
0.15624990,0.00674778,2.26869465,0.00911852
0.15874990,0.00654229,2.33995547,0.00873667
0.16124990,0.00671040,2.28133456,0.00941856
0.16374990,0.00710022,2.15608153,0.01092756
0.16624990,0.00695046,2.20253872,0.01042294
0.16874990,0.00605009,2.13781720,0.00757209
0.17124990,0.00540825,1.92776416,0.00597065
0.17374990,0.00560698,2.10833240,0.00645188
0.17624990,0.00643931,2.24542391,0.00870495
0.17874990,0.00741219,2.26915275,0.01188434
0.18124990,0.00741684,2.26773216,0.01190054
0.18374990,0.00723656,2.32422383,0.01105344
0.18624990,0.00718618,2.34051926,0.01071485
0.18874990,0.00751764,2.23732357,0.01141245
0.19124990,0.00782633,2.14907912,0.01228527
0.19374990,0.00791092,2.12609903,0.01252423
0.19624990,0.00791236,2.12571222,0.01252924
0.19874990,0.00792669,2.12186862,0.01259582
0.20124990,0.00801948,2.09731747,0.01295607
0.20374990,0.00803269,2.09386780,0.01309272
0.20624990,0.00812942,2.06895483,0.01349020
0.20874990,0.00800531,2.10102929,0.01298399
0.21124990,0.00777837,2.16232874,0.01212002
0.21374990,0.00752489,2.23516904,0.01149796
0.21624990,0.00745488,2.25615849,0.01130988
0.21874990,0.00747932,2.24878714,0.01147652
0.22124990,0.00743280,2.26286204,0.01131971
0.22374990,0.00694706,2.42108081,0.00968118
0.22624990,0.00637668,2.63764329,0.00848853
0.22874990,0.00543837,1.85586630,0.00668085
0.23124990,0.00532655,1.89482566,0.00738496
0.23374990,0.00537856,1.87650472,0.00763412
0.23624990,0.00586510,1.84661211,0.00793643
0.23874990,0.00590071,1.83546746,0.00746668
0.24124990,0.00702598,2.80691690,0.00993774
0.24374990,0.00792882,2.48729769,0.01300052
0.24624990,0.00820560,2.40339990,0.01424101
0.24874990,0.00820400,2.40386790,0.01451109
0.25124990,0.00823607,2.39450708,0.01458146
0.25374990,0.00870759,2.26484480,0.01578003
0.25624990,0.00945480,2.08585446,0.01818412
0.25874990,0.01039981,1.89631577,0.02171126
0.26124990,0.01086641,1.81488873,0.02369546
0.26374990,0.01089763,1.80968930,0.02409917
0.26624990,0.01087763,1.81301728,0.02405059
0.26874990,0.01093168,1.80405367,0.02419779
0.27124990,0.01117444,1.76486168,0.02517839
0.27374990,0.01142110,1.72674491,0.02610276
0.27624990,0.01166670,1.69039567,0.02759497
0.27874990,0.01168880,1.68719863,0.02785124
0.28124990,0.01163598,1.69485859,0.02835242
0.28374990,0.01163176,1.69547237,0.02834080
0.28624990,0.01143018,1.72537333,0.02660993
0.28874990,0.01138172,1.73271928,0.02626151
0.29124990,0.01053129,1.84261649,0.02226575
0.29374990,0.00980511,1.97908264,0.01990684
0.29624990,0.00955789,2.03027299,0.01920787
0.29874990,0.00953986,2.03411117,0.01921778
0.30124990,0.00947500,2.04803591,0.01872235
