time,rms,crest_factor,total_fft_energy
0.02490430,0.08746556,2.39133150,1.54512599
0.02739473,0.08871136,2.35774940,1.57924866
0.02988516,0.08901966,2.34958389,1.60100068
0.03237559,0.09003991,2.32296048,1.63554214
0.03486601,0.09625282,2.17301845,1.89648019
0.03735644,0.11244254,2.38222346,2.60985586
0.03984687,0.11034986,2.42739997,2.49115154
0.04233730,0.10968837,2.44203879,2.45152825
0.04482773,0.15023796,3.06752466,4.62369574
0.04731816,0.15313678,3.00945773,4.77656745
0.04980859,0.16561368,2.78273304,5.74207541
0.05229902,0.16632468,2.77083751,5.78684474
0.05478945,0.16921094,2.72357473,6.14149709
0.05727988,0.16913314,2.72482758,6.13603399
0.05977031,0.25008758,3.39881667,15.40720314
0.06226074,0.27818230,3.05555693,18.58070822
0.06475117,0.27820944,3.05525884,18.51355637
0.06724160,0.33563023,2.55733445,27.58005665
0.06973203,0.38884804,2.29139394,32.87311653
0.07222246,0.40389970,2.20600327,37.21998358
0.07471289,0.40434688,2.20356355,37.13236599
0.07720332,0.40550126,2.19729048,37.67707882
0.07969375,0.42606787,2.09122562,40.85102402
0.08218418,0.42935349,2.07522256,40.16975826
0.08467461,0.54516103,2.77415150,64.66112429
0.08716504,0.67016988,2.63157501,91.79428343
0.08965547,0.68651131,2.56893411,94.78822276
0.09214590,0.80504067,2.33617271,134.64185285
0.09463633,0.80442874,2.33794985,134.47576024
0.09712676,0.84542167,2.22458699,153.47405038
0.09961719,0.86777295,2.16728818,164.34915543
0.10210761,0.87257644,2.15535737,168.07819776
0.10459804,0.96488931,1.94915005,213.62009560
0.10708847,0.98863860,1.90232716,216.94344886
0.10957890,0.98168032,1.91581110,228.41646380
0.11206933,1.00664629,1.86829680,249.51125834
0.11455976,1.12810275,2.01865968,281.67821721
0.11705019,1.13285751,2.01018710,302.43860595
0.11954062,1.12284513,2.02811189,290.82441185
0.12203105,1.21426250,1.87542278,316.65886831
0.12452148,1.31569813,1.73083437,379.93704933
