time,rms,crest_factor,total_fft_energy
0.02624990,0.00850091,1.71951978,0.01457071
0.02874990,0.00861590,1.69657052,0.01503377
0.03124990,0.00861398,1.69694888,0.01503161
0.03374990,0.00860741,1.69824541,0.01501212
0.03624990,0.00851991,1.71568675,0.01477185
0.03874990,0.00908667,1.60867441,0.01668697
0.04124990,0.00919207,1.59022893,0.01690672
0.04374990,0.00902776,1.61917049,0.01670872
0.04624990,0.00857183,1.70529367,0.01522267
0.04874990,0.00828332,1.76468904,0.01448025
0.05124990,0.00827500,1.76646306,0.01445597
0.05374990,0.00853236,1.71318208,0.01509928
0.05624990,0.00877279,1.66622982,0.01584696
0.05874990,0.00884953,1.65178127,0.01580847
0.06124990,0.00866311,1.68732610,0.01516105
0.06374990,0.00807250,1.81077573,0.01311310
0.06624990,0.00740150,1.94597017,0.01134891
0.06874990,0.00719596,2.00155526,0.01085516
0.07124990,0.00721872,1.99524262,0.01097558
0.07374990,0.00697082,2.06619791,0.01016785
0.07624990,0.00681230,2.11427860,0.00961691
0.07874990,0.00676679,2.12849807,0.00948158
0.08124990,0.00675964,2.13075148,0.00952508
0.08374990,0.00669547,2.15117005,0.00936967
0.08624990,0.00698960,2.06064777,0.00999654
0.08874990,0.00663342,1.70689082,0.00909178
0.09124990,0.00687134,1.64778949,0.00965149
0.09374990,0.00713659,1.58654409,0.01032734
0.09624990,0.00744305,1.52122116,0.01112050
0.09874990,0.00761767,1.48634999,0.01172281
0.10124990,0.00737313,1.53564542,0.01114119
0.10374990,0.00692680,1.62481432,0.01020536
0.10624990,0.00649868,1.73185259,0.00933470
0.10874990,0.00635681,1.77050489,0.00917316
0.11124990,0.00629752,1.78717431,0.00926798
0.11374990,0.00628390,1.79104855,0.00930523
0.11624990,0.00635049,1.77226827,0.00914992
0.11874990,0.00685664,1.71144775,0.00993219
0.12124990,0.00727873,1.61220219,0.01088308
0.12374990,0.00766200,1.53155790,0.01187898
0.12624990,0.00760141,1.54376434,0.01173895
0.12874990,0.00751408,1.56170638,0.01158538
0.13124990,0.00755380,1.55349508,0.01181331
0.13374990,0.00750993,1.56256983,0.01164655
0.13624990,0.00716606,1.63755066,0.01042473
0.13874990,0.00691903,1.69601548,0.00966972
0.14124990,0.00663008,1.76993289,0.00893990
0.14374990,0.00631395,1.85855042,0.00868419
0.14624990,0.00614123,1.91082165,0.00884912
0.14874990,0.00592658,1.98002567,0.00947673
0.15124990,0.00610387,1.92251780,0.01060555
0.15374990,0.00613141,1.91388186,0.01084084
0.15624990,0.00610396,1.92248856,0.01060072
0.15874990,0.00616497,1.90346332,0.01022620
0.16124990,0.00650035,1.80525490,0.01057334
0.16374990,0.00697239,1.68303672,0.01109841
0.16624990,0.00772896,2.02636050,0.01263955
0.16874990,0.00804621,1.94646404,0.01299325
0.17124990,0.00855511,2.01643590,0.01512896
0.17374990,0.00902926,1.91054627,0.01768616
0.17624990,0.00954940,1.80648197,0.02074870
0.17874990,0.00968503,1.78118434,0.02167418
0.18124990,0.00966675,1.78455336,0.02117691
0.18374990,0.00999589,1.72579226,0.02160425
0.18624990,0.01086859,1.75809499,0.02426287
0.18874990,0.01182286,1.84126222,0.02819293
0.19124990,0.01272838,1.73038440,0.03243228
0.19374990,0.01295553,1.70004446,0.03357113
0.19624990,0.01292365,1.70423877,0.03340461
0.19874990,0.01284033,1.71529712,0.03298834
0.20124990,0.01278364,1.72290355,0.03270373
0.20374990,0.01278456,1.72277966,0.03270781
0.20624990,0.01278569,1.72262706,0.03271113
0.20874990,0.01281800,1.71828501,0.03289057
0.21124990,0.01286397,1.71214496,0.03313254
0.21374990,0.01339576,1.64417606,0.03609630
0.21624990,0.01354379,1.62620485,0.03691396
0.21874990,0.01344091,1.63865306,0.03630837
0.22124990,0.01296948,1.69821610,0.03381257
0.22374990,0.01239569,1.77682520,0.03077728
0.22624990,0.01213650,1.81477279,0.03027740
0.22874990,0.01228473,1.79287463,0.03152315
0.23124990,0.01253190,1.75751335,0.03334352
0.23374990,0.01228525,1.79279841,0.03182359
0.23624990,0.01152990,1.91024920,0.02725587
0.23874990,0.01046482,2.10466963,0.02239063
0.24124990,0.00923359,2.18441462,0.01712268
0.24374990,0.00884371,2.28071548,0.01591572
0.24624990,0.00913101,2.20895544,0.01696888
0.24874990,0.00943983,2.13668872,0.01791115
0.25124990,0.00982864,2.05216399,0.01955260
0.25374990,0.00983916,2.04997024,0.01958356
0.25624990,0.00987347,2.04284728,0.01962248
0.25874990,0.01023367,1.97094423,0.02123867
0.26124990,0.01076719,1.87328229,0.02341086
0.26374990,0.01083905,1.93057136,0.02374455
0.26624990,0.01070207,1.95528023,0.02315916
0.26874990,0.01075708,1.94528181,0.02342262
0.27124990,0.01076960,1.94301996,0.02347500
