time,rms,total_fft_energy
0.02624990,0.01316640,0.03467084
0.02874990,0.01167429,0.02725783
0.03124990,0.01039983,0.02163129
0.03374990,0.00912309,0.01664616
0.03624990,0.00806298,0.01300235
0.03874990,0.00766840,0.01176087
0.04124990,0.00723974,0.01048277
0.04374990,0.00711852,0.01013466
0.04624990,0.00686425,0.00942358
0.04874990,0.00682618,0.00931936
0.05124990,0.00683079,0.00933195
0.05374990,0.00679047,0.00922211
0.05624990,0.00666036,0.00887207
0.05874990,0.00660049,0.00871329
0.06124990,0.00661424,0.00874964
0.06374990,0.00693377,0.00961544
0.06624990,0.00752269,0.01131816
0.06874990,0.00756994,0.01146079
0.07124990,0.00750455,0.01126366
0.07374990,0.00741526,0.01099723
0.07624990,0.00752372,0.01132126
0.07874990,0.00769121,0.01183094
0.08124990,0.00804666,0.01294975
0.08374990,0.00818088,0.01338536
0.08624990,0.00833664,0.01389991
0.08874990,0.00820147,0.01345284
0.09124990,0.00781891,0.01222708
0.09374990,0.00741975,0.01101053
0.09624990,0.00710546,0.01009750
0.09874990,0.00743111,0.01104429
0.10124990,0.00773097,0.01195359
0.10374990,0.00784721,0.01231574
0.10624990,0.00792192,0.01255135
0.10874990,0.00801899,0.01286083
0.11124990,0.00804317,0.01293853
0.11374990,0.00798118,0.01273984
0.11624990,0.00736892,0.01086018
0.11874990,0.00700097,0.00980271
0.12124990,0.00686776,0.00943323
0.12374990,0.00719997,0.01036790
0.12624990,0.00743710,0.01106209
0.12874990,0.00752060,0.01131188
0.13124990,0.00718090,0.01031306
0.13374990,0.00703736,0.00990488
0.13624990,0.00706694,0.00998834
0.13874990,0.00708983,0.01005314
0.14124990,0.00703695,0.00990374
0.14374990,0.00705178,0.00994551
0.14624990,0.00717065,0.01028364
0.14874990,0.00701047,0.00982934
0.15124990,0.00720650,0.01038673
0.15374990,0.00735589,0.01082181
0.15624990,0.00762010,0.01161318
0.15874990,0.00811462,0.01316942
0.16124990,0.00847490,0.01436478
0.16374990,0.00845529,0.01429839
0.16624990,0.00844719,0.01427099
0.16874990,0.00842538,0.01419741
0.17124990,0.00837994,0.01404466
0.17374990,0.00809715,0.01311277
0.17624990,0.00777136,0.01207881
0.17874990,0.00755786,0.01142424
0.18124990,0.00770844,0.01188402
0.18374990,0.00792158,0.01255030
0.18624990,0.00786546,0.01237308
0.18874990,0.00792345,0.01255622
0.19124990,0.00803548,0.01291379
0.19374990,0.00823656,0.01356817
0.19624990,0.00850849,0.01447887
0.19874990,0.00853092,0.01455532
0.20124990,0.00856116,0.01465871
0.20374990,0.00873483,0.01525944
0.20624990,0.00862776,0.01488766
0.20874990,0.00810786,0.01314749
0.21124990,0.00825363,0.01362447
0.21374990,0.00922725,0.01702843
0.21624990,0.01036169,0.02147290
0.21874990,0.01073009,0.02302698
0.22124990,0.01100026,0.02420116
0.22374990,0.01106167,0.02447209
0.22624990,0.01106840,0.02450188
0.22874990,0.01104618,0.02440363
0.23124990,0.01094219,0.02394630
0.23374990,0.01088670,0.02370404
0.23624990,0.01090785,0.02379622
0.23874990,0.01085260,0.02355579
0.24124990,0.01087961,0.02367318
0.24374990,0.01083660,0.02348640
0.24624990,0.01053905,0.02221431
0.24874990,0.01034889,0.02141993
0.25124990,0.01009419,0.02037855
0.25374990,0.00967670,0.01872772
0.25624990,0.00945955,0.01789661
0.25874990,0.00968289,0.01875169
0.26124990,0.00947124,0.01794089
0.26374990,0.00845858,0.01430951
0.26624990,0.00692213,0.00958318
0.26874990,0.00640783,0.00821207
0.27124990,0.00618923,0.00766132
0.27374990,0.00617046,0.00761491
0.27624990,0.00629934,0.00793632
0.27874990,0.00640571,0.00820663
0.28124990,0.00638572,0.00815549
0.28374990,0.00620497,0.00770032
0.28624990,0.00593702,0.00704963
0.28874990,0.00573034,0.00656736
0.29124990,0.00543427,0.00590627
0.29374990,0.00523830,0.00548795
0.29624990,0.00527296,0.00556082
0.29874990,0.00522850,0.00546744
0.30124990,0.00505674,0.00511412
0.30374990,0.00511295,0.00522845
0.30624990,0.00524162,0.00549491
0.30874990,0.00498190,0.00496386
0.31124990,0.00447286,0.00400130
0.31374990,0.00436742,0.00381488
0.31624990,0.00436766,0.00381529
0.31874990,0.00436536,0.00381127
0.32124990,0.00399312,0.00318900
0.32374990,0.00389045,0.00302712
0.32624990,0.00375237,0.00281606
0.32874990,0.00375723,0.00282336
0.33124990,0.00385381,0.00297037
0.33374990,0.00383969,0.00294864
0.33624990,0.00381782,0.00291514
0.33874990,0.00383732,0.00294500
0.34124990,0.00393970,0.00310424
0.34374990,0.00396161,0.00313886
0.34624990,0.00392171,0.00307596
0.34874990,0.00418200,0.00349782
0.35124990,0.00490110,0.00480415
0.35374990,0.00636779,0.00810974
0.35624990,0.00799452,0.01278248
0.35874990,0.00918869,0.01688641
0.36124990,0.01024930,0.02100964
0.36374990,0.01063984,0.02264126
0.36624990,0.01078795,0.02327597
0.36874990,0.01077339,0.02321319
0.37124990,0.01096678,0.02405407
0.37374990,0.01140325,0.02600684
0.37624990,0.01168927,0.02732781
0.37874990,0.01171049,0.02742713
0.38124990,0.01168933,0.02732808
