time,rms,crest_factor,total_fft_energy
0.02624990,0.00677799,1.67512512,0.01018186
0.02874990,0.00709922,1.59932762,0.01077245
0.03124990,0.00740997,1.56449301,0.01147366
0.03374990,0.00805028,1.98391509,0.01330182
0.03624990,0.00857412,1.86270757,0.01475888
0.03874990,0.00850748,1.87729724,0.01457600
0.04124990,0.00812128,1.96657258,0.01329886
0.04374990,0.00791125,2.01878114,0.01270432
0.04624990,0.00817389,1.95391398,0.01351330
0.04874990,0.00843851,1.89264138,0.01426994
0.05124990,0.00859407,1.85838315,0.01486696
0.05374990,0.00844963,1.89015128,0.01438804
0.05624990,0.00829010,1.92652394,0.01395379
0.05874990,0.00837201,1.90767522,0.01419324
0.06124990,0.00852891,1.87258070,0.01457446
0.06374990,0.00847337,1.88485590,0.01455442
0.06624990,0.00832794,1.91777108,0.01410757
0.06874990,0.00821908,1.94317102,0.01402293
0.07124990,0.00784050,2.03699612,0.01308341
0.07374990,0.00778275,2.05211206,0.01307278
0.07624990,0.00778031,2.05275653,0.01321823
0.07874990,0.00754133,2.11780726,0.01224669
0.08124990,0.00713348,2.23888984,0.01076525
0.08374990,0.00618025,2.14349931,0.00785351
0.08624990,0.00543292,2.19876534,0.00590904
0.08874990,0.00535090,2.23246868,0.00577602
0.09124990,0.00541661,2.20538888,0.00593949
0.09374990,0.00521508,2.29061276,0.00546513
0.09624990,0.00457651,2.12121812,0.00420191
0.09874990,0.00414738,1.87053903,0.00346091
0.10124990,0.00390761,1.88281043,0.00310336
0.10374990,0.00388029,1.89606714,0.00306622
0.10624990,0.00385782,1.90711155,0.00299343
0.10874990,0.00374344,1.96537988,0.00282452
0.11124990,0.00364175,1.91517471,0.00286353
0.11374990,0.00331488,1.88656261,0.00256719
0.11624990,0.00320308,1.95241524,0.00264542
0.11874990,0.00321772,1.94353001,0.00265185
0.12124990,0.00336672,1.85751634,0.00266833
0.12374990,0.00367275,1.79472149,0.00296452
0.12624990,0.00376351,1.75143950,0.00303446
0.12874990,0.00376173,1.75226887,0.00303216
0.13124990,0.00367476,1.79373787,0.00297418
0.13374990,0.00367456,1.79383760,0.00295302
0.13624990,0.00366636,1.79784871,0.00287696
0.13874990,0.00358952,1.83633234,0.00275513
0.14124990,0.00348931,1.88907212,0.00251453
0.14374990,0.00353581,1.86422678,0.00258716
0.14624990,0.00363718,1.81227176,0.00265671
0.14874990,0.00373575,1.76445554,0.00297022
0.15124990,0.00382471,1.72341544,0.00323938
0.15374990,0.00378888,1.73971106,0.00322659
0.15624990,0.00413826,1.92852129,0.00368764
0.15874990,0.00442568,1.80327818,0.00406892
0.16124990,0.00434275,1.83771543,0.00394217
0.16374990,0.00435771,1.83140479,0.00395562
0.16624990,0.00437665,1.82348034,0.00409257
0.16874990,0.00451725,1.76672337,0.00441668
0.17124990,0.00447930,1.78169045,0.00432740
0.17374990,0.00423418,1.88483704,0.00376147
0.17624990,0.00418413,1.90738316,0.00355835
0.17874990,0.00439410,1.81623851,0.00391987
0.18124990,0.00449044,1.77726947,0.00406576
0.18374990,0.00456035,1.75002408,0.00427082
0.18624990,0.00456007,1.75013176,0.00427505
0.18874990,0.00467818,1.70594773,0.00457195
0.19124990,0.00467588,1.70678600,0.00457121
0.19374990,0.00466356,1.71129405,0.00455957
0.19624990,0.00464832,1.71690523,0.00453276
0.19874990,0.00481820,1.68693009,0.00479430
0.20124990,0.00502863,1.73876898,0.00519864
0.20374990,0.00502313,1.74067365,0.00516957
0.20624990,0.00471984,1.85252725,0.00460831
0.20874990,0.00447669,1.95314876,0.00409137
0.21124990,0.00434565,2.01204337,0.00396540
0.21374990,0.00440308,1.98580072,0.00401339
0.21624990,0.00480481,1.88497326,0.00493652
0.21874990,0.00507067,1.79163427,0.00546795
0.22124990,0.00524232,1.73297146,0.00595248
0.22374990,0.00523908,1.73404223,0.00594945
0.22624990,0.00563411,1.72221720,0.00656568
0.22874990,0.00602819,1.99338621,0.00747606
0.23124990,0.00655448,1.87676391,0.00863534
0.23374990,0.00707000,1.75728308,0.01014123
0.23624990,0.00710470,1.74870251,0.01021440
