time,x,y,z
37.0587499,-0.5099649429321289,-0.3711012601852417,9.75637149810791
37.0612499,-0.6560112833976746,-0.3495534360408783,9.761159896850586
37.0637499,-0.545877993106842,-0.2753331959247589,9.765948295593262
37.0662499,-0.4261679053306579,-0.2896983921527862,9.86650562286377
37.0687499,-0.3064578175544739,-0.304063618183136,9.806650161743164
37.0712499,-0.4908113479614258,-0.3351882398128509,9.765948295593262
37.0737499,-0.5817909836769104,-0.2849099934101105,9.725247383117676
37.0762499,-0.5650315880775452,-0.2633621990680694,9.806650161743164
37.0787499,-0.3567360639572143,-0.2633621990680694,9.86650562286377
37.0812499,-0.2274491637945175,-0.3184288144111633,9.86889934539795
37.0837499,-0.3926490843296051,-0.4381389021873474,9.847352027893066
37.0862499,-0.5267243981361389,-0.3112462162971496,9.734824180603027
37.0887499,-0.5985504388809204,-0.3399766385555267,9.883264541625977
37.0912499,-0.4572925269603729,-0.1532289087772369,9.825803756713867
37.0937499,-0.2513911724090576,-0.2896983921527862,9.880870819091797
37.0962499,-0.3615244626998901,-0.3160346150398254,9.84495735168457
37.0987499,-0.48602294921875,-0.332794040441513,9.706093788146973
37.1012499,-0.5937620401382446,-0.3447650372982025,9.861717224121094
37.1037499,-0.4333505034446716,-0.2082955539226532,9.84495735168457
37.1062499,-0.2681505978107452,-0.272938996553421,9.952696800231934
37.1087499,-0.3232172429561615,-0.3136404156684875,9.873687744140623
37.1112499,-0.5027823448181152,-0.3399766385555267,9.749189376831056
37.1137499,-0.6727706789970398,-0.3136404156684875,9.74440097808838
37.1162499,-0.0885854661464691,-0.6416460275650024,9.725247383117676
37.1187499,-0.0646434426307678,-0.7493851184844971,10.47702693939209
37.1212499,0.6799532771110535,-0.2178723514080047,9.9000244140625
37.1237499,-0.0095768067985773,-0.5722141861915588,9.548076629638672
37.1262499,-0.2777273952960968,0.3088520169258117,10.723628997802734
37.1287499,-0.6727706789970398,0.1556231081485748,9.437943458557127
37.1312499,-1.4700398445129397,-1.7693150043487549,9.701305389404297
37.1337499,-0.6488286852836609,-0.3567360639572143,11.061211585998535
37.1362499,-0.237025961279869,-2.38462495803833,8.212111473083496
37.1387499,-0.237025961279869,-2.38462495803833,8.212111473083496
37.1412499,-2.1811177730560303,-1.900996208190918,12.073959350585938
37.1437499,-0.0239420160651206,-0.5889736413955688,9.44991397857666
37.1462499,-1.0438719987869265,-1.0223240852355957,10.69489860534668
37.1487499,-0.332794040441513,1.5322890281677246,9.282320022583008
37.1512499,1.5729905366897583,2.3319525718688965,8.164227485656738
37.1537499,-0.395043283700943,1.3694833517074585,8.44195556640625
37.1562499,-1.414973258972168,-0.7422025203704834,10.596736907958984
37.1587499,-2.094926595687866,-0.2753331959247589,12.598289489746094
