time,rms,total_fft_energy
0.02624990,0.01536288,0.04720364
0.02874990,0.01521378,0.04629181
0.03124990,0.01547477,0.04789373
0.03374990,0.01583778,0.05016708
0.03624990,0.01631076,0.05320814
0.03874990,0.01671365,0.05586921
0.04124990,0.01662652,0.05528821
0.04374990,0.01628121,0.05301557
0.04624990,0.01522648,0.04636915
0.04874990,0.01365361,0.03728424
0.05124990,0.01221899,0.02986072
0.05374990,0.01103498,0.02435414
0.05624990,0.01047847,0.02195965
0.05874990,0.01035023,0.02142547
0.06124990,0.01040128,0.02163732
0.06374990,0.01035068,0.02142730
0.06624990,0.01037249,0.02151771
0.06874990,0.01026671,0.02108106
0.07124990,0.01026036,0.02105499
0.07374990,0.01027458,0.02111342
0.07624990,0.01015299,0.02061664
0.07874990,0.00987249,0.01949319
0.08124990,0.00904726,0.01637060
0.08374990,0.00835774,0.01397037
0.08624990,0.00727742,0.01059217
0.08874990,0.00602424,0.00725829
0.09124990,0.00553794,0.00613376
0.09374990,0.00574782,0.00660748
0.09624990,0.00641924,0.00824134
0.09874990,0.00706556,0.00998444
0.10124990,0.00757676,0.01148145
0.10374990,0.00767378,0.01177738
0.10624990,0.00766393,0.01174717
0.10874990,0.00748930,0.01121793
0.11124990,0.00721964,0.01042464
0.11374990,0.00701828,0.00985125
0.11624990,0.00688301,0.00947518
0.11874990,0.00692683,0.00959619
0.12124990,0.00692758,0.00959827
0.12374990,0.00697372,0.00972656
0.12624990,0.00696456,0.00970103
0.12874990,0.00695651,0.00967862
0.13124990,0.00698203,0.00974974
0.13374990,0.00678768,0.00921453
0.13624990,0.00677585,0.00918242
0.13874990,0.00688844,0.00949012
0.14124990,0.00700819,0.00982296
0.14374990,0.00725546,0.01052835
0.14624990,0.00724687,0.01050342
0.14874990,0.00688999,0.00949439
0.15124990,0.00638013,0.00814122
0.15374990,0.00612587,0.00750525
0.15624990,0.00593245,0.00703879
0.15874990,0.00587327,0.00689907
0.16124990,0.00588527,0.00692727
0.16374990,0.00588318,0.00692235
0.16624990,0.00588778,0.00693320
0.16874990,0.00583345,0.00680583
0.17124990,0.00579230,0.00671015
0.17374990,0.00571877,0.00654086
0.17624990,0.00571699,0.00653680
0.17874990,0.00571585,0.00653418
0.18124990,0.00571437,0.00653081
0.18374990,0.00571570,0.00653384
0.18624990,0.00571574,0.00653394
0.18874990,0.00558870,0.00624672
0.19124990,0.00543014,0.00589728
0.19374990,0.00467386,0.00436899
0.19624990,0.00419839,0.00352529
0.19874990,0.00429900,0.00369628
0.20124990,0.00406588,0.00330627
0.20374990,0.00417661,0.00348882
0.20624990,0.00472781,0.00447044
0.20874990,0.00639534,0.00818007
0.21124990,0.00764734,0.01169635
0.21374990,0.00812820,0.01321352
0.21624990,0.00818007,0.01338270
0.21874990,0.00831022,0.01381196
0.22124990,0.00908216,0.01649713
0.22374990,0.00998158,0.01992638
0.22624990,0.01047302,0.02193682
0.22874990,0.01050667,0.02207802
0.23124990,0.01050195,0.02205818
0.23374990,0.01066325,0.02274098
0.23624990,0.01094360,0.02395248
0.23874990,0.01127477,0.02542408
0.24124990,0.01140004,0.02599216
0.24374990,0.01138567,0.02592671
0.24624990,0.01122617,0.02520536
0.24874990,0.01101525,0.02426716
0.25124990,0.01097194,0.02407668
0.25374990,0.01094390,0.02395380
0.25624990,0.01072512,0.02300565
0.25874990,0.00982567,0.01930875
0.26124990,0.00890810,0.01587084
0.26374990,0.00872263,0.01521687
0.26624990,0.00884080,0.01563194
0.26874990,0.00877647,0.01540530
0.27124990,0.00803563,0.01291428
0.27374990,0.00700159,0.00980444
0.27624990,0.00656924,0.00863097
0.27874990,0.00688790,0.00948862
0.28124990,0.00702313,0.00986486
0.28374990,0.00712326,0.01014817
0.28624990,0.00669288,0.00895893
0.28874990,0.00610893,0.00746381
0.29124990,0.00589997,0.00696192
0.29374990,0.00614973,0.00756384
