time,rms,crest_factor,total_fft_energy
0.02490433,0.05875698,1.90800192,0.69554295
0.02739476,0.05967283,1.87871800,0.72243129
0.02988519,0.06041803,1.85554606,0.75356776
0.03237562,0.05991030,1.87127143,0.73652904
0.03486606,0.05840575,1.91947597,0.69550891
0.03735649,0.05793739,1.93499261,0.68406150
0.03984692,0.05459998,1.61714711,0.60283804
0.04233736,0.05164432,1.70969832,0.54165318
0.04482779,0.05351700,1.64987219,0.58964133
0.04731822,0.05372157,1.64358958,0.59512274
0.04980865,0.05262893,1.67771245,0.55925751
0.05229909,0.05453189,1.70577053,0.60629789
0.05478952,0.05661983,1.64286779,0.65115654
0.05727995,0.05847233,1.59081902,0.70290549
0.05977038,0.05743533,1.61954116,0.68270194
0.06226082,0.05889447,1.57941643,0.69778194
0.06475125,0.06145762,1.51354529,0.77490593
0.06724168,0.06338480,1.51987999,0.82306376
0.06973212,0.06233866,1.54538606,0.78613251
0.07222255,0.06018251,1.60075227,0.74819463
0.07471298,0.05889639,1.63570801,0.70906431
0.07720341,0.05992847,1.60753795,0.73931699
0.07969385,0.05927666,1.62521465,0.72366770
0.08218428,0.06317525,1.54886230,0.80096470
0.08467471,0.06139217,1.59384769,0.76359863
0.08716514,0.06503577,1.79304177,0.87023310
0.08965558,0.06315070,1.84656461,0.81478724
0.09214601,0.06447253,1.80870587,0.83619918
0.09463644,0.06339165,1.83954580,0.82047708
0.09712687,0.06783243,1.71911646,0.93693381
0.09961731,0.06760757,1.72483418,0.92670647
0.10210774,0.06674965,1.74700322,0.90963522
0.10459817,0.06557838,1.77820564,0.87195307
0.10708861,0.06944547,1.82387518,1.05875686
0.10957904,0.06949188,1.82265701,1.06029312
0.11206947,0.06826098,1.85552357,0.96606572
0.11455990,0.06609290,1.91639142,0.91011801
0.11705034,0.06489753,1.95169019,0.84603694
0.11954077,0.06488445,1.95208359,0.84643706
0.12203120,0.06621996,1.91271434,0.89938383
0.12452163,0.06588607,1.92240723,0.88617126
0.12701207,0.06735658,1.88043793,0.99409677
0.12950250,0.06721132,1.88450206,0.99022008
0.13199293,0.06489341,1.95181381,0.86127972
0.13448337,0.06496466,1.94967319,0.86345701
0.13697380,0.06141943,2.06221149,0.75703005
0.13946423,0.06147940,2.06019996,0.75836423
0.14195466,0.06084054,2.08183327,0.74345926
0.14444510,0.06029704,2.10059851,0.73144144
0.14693553,0.05518414,2.29522211,0.64643410
0.14942596,0.06019846,2.10403836,0.76518907
0.15191639,0.06279974,2.01688525,0.79318857
0.15440683,0.06707516,1.88832731,0.95281794
0.15689726,0.06711262,1.89317649,1.01963281
0.15938769,0.06737384,1.88583623,1.05403227
0.16187812,0.06720237,1.89064807,1.04685889
0.16436856,0.06786464,1.87219762,1.08115014
0.16685899,0.06621670,1.91879134,1.01979118
0.16934942,0.07075223,1.79578826,1.08711019
0.17183986,0.07470085,1.77096650,1.18147039
0.17433029,0.07450491,1.77562394,1.18358939
0.17682072,0.07281760,1.81676840,1.14539251
0.17931115,0.07354203,1.79887203,1.14202572
0.18180159,0.07251522,1.82434389,1.09898946
0.18429202,0.07429937,1.78053610,1.13196657
0.18678245,0.07313201,1.80895768,1.07623480
0.18927288,0.07332576,1.80417784,1.08063271
0.19176332,0.07316497,1.80814279,1.07657925
0.19425375,0.07556330,1.75075343,1.14838779
0.19674418,0.07833178,1.68887658,1.23035196
0.19923462,0.07654626,1.72827130,1.22981797
0.20172505,0.07365186,1.79618972,1.17853587
0.20421548,0.07190122,1.83992297,1.26988279
0.20670591,0.06747286,1.96068034,1.17548708
0.20919635,0.06847739,1.93191814,1.17794843
0.21168678,0.06787002,1.94920697,1.17671080
0.21417721,0.06793509,1.94733970,1.26633919
0.21666764,0.07655159,2.13170318,1.67324988
0.21915808,0.07558786,2.15888194,1.62972146
0.22164851,0.07368831,2.21453406,1.55060347
0.22413894,0.07546245,2.16247000,1.53110193
0.22662937,0.08265462,1.97430323,1.60163110
0.22911981,0.08301700,1.96568505,1.53379304
0.23161024,0.08291073,1.96820463,1.53588445
0.23410067,0.08678082,1.88043028,1.70986163
0.23659111,0.08876694,1.83835643,1.81103664
0.23908154,0.10302733,2.28950224,2.55335997
0.24157197,0.10370023,2.27464591,2.59899107
0.24406240,0.11326530,2.08255590,2.75266078
0.24655284,0.16193944,3.25015395,5.39909354
0.24904327,0.24780243,3.39960816,12.78437487
0.25153370,0.28723495,2.93289917,17.92492015
0.25402413,0.29791609,2.82774637,19.97600956
0.25651457,0.29800680,2.82688568,20.00334657
0.25900500,0.30029030,2.80538915,20.54318438
0.26149543,0.30393919,2.77170957,21.41742138
0.26398586,0.30764560,2.73831691,22.59201380
0.26647630,0.31093977,2.70930656,22.77654735
0.26896673,0.36927112,2.42674687,28.97472777
0.27145716,0.41579830,2.15519767,35.17784406
0.27394760,0.41785736,2.14457760,35.22062354
0.27643803,0.41629219,2.15264076,34.87613689
0.27892846,0.41609572,2.15365718,34.81053879
0.28141889,0.41623569,2.15293299,34.85173659
0.28390933,0.41949077,2.13622707,35.31351272
0.28639976,0.41973434,2.13498741,35.34476368
0.28889019,0.41643805,2.15188680,34.98488816
0.29138062,0.41881828,2.13965715,35.58161727
0.29387106,0.41599106,2.15419904,34.91576502
0.29636149,0.40233083,2.22733995,32.47174666
0.29885192,0.35695567,2.51047289,25.74010481
0.30134236,0.34268017,2.61505514,23.70119932
0.30383279,0.33631697,2.66453262,22.99674108
