time,rms,total_fft_energy
0.02500000,0.19134799,7.32280970
0.02750000,0.18620820,6.93469906
0.03000000,0.18641533,6.95013475
0.03250000,0.18097152,6.55013800
0.03500000,0.17425551,6.07299566
0.03750000,0.19015852,7.23205185
0.04000000,0.24367902,11.87589264
0.04250000,0.26045537,13.56739902
0.04500000,0.40015441,32.02470779
0.04750000,0.40633664,33.02189255
0.05000000,0.40867278,33.40268707
0.05250000,0.44684860,39.93473434
0.05500000,0.45083842,40.65105438
0.05750000,0.48961449,47.94446945
0.06000000,0.50839496,51.69308472
0.06250000,0.50888968,51.79373932
0.06500000,0.56633127,64.14622498
0.06750000,0.58485204,68.41037750
0.07000000,0.61330122,75.22768402
0.07250000,1.02399790,209.71432495
0.07500000,1.18805552,282.29516602
0.07750000,1.27988243,327.61978149
0.08000000,1.64265084,539.66033936
0.08250000,1.66332829,553.33221436
0.08500000,1.84594393,681.50177002
0.08750000,1.94200611,754.27758789
0.09000000,1.94649553,757.76904297
0.09250000,1.97747576,782.08203125
0.09500000,1.96146274,769.46722412
0.09750000,1.99261963,794.10656738
0.10000000,2.21081376,977.53955078
0.10250000,2.60904098,1361.41894531
0.10500000,3.69481778,2730.33569336
0.10750000,4.07268906,3317.35961914
0.11000000,4.36989164,3819.19091797
0.11250000,4.38814163,3851.15698242
0.11500000,4.49055529,4033.01782227
0.11750000,4.66534758,4353.09375000
0.12000000,5.06704903,5134.99707031
0.12250000,5.25088596,5514.36083984
0.12500000,5.44390059,5927.21093750
0.12750000,5.54915476,6158.62353516
0.13000000,5.49108267,6030.39794922
0.13250000,5.48627424,6019.84082031
0.13500000,5.43057060,5898.21875000
0.13750000,5.39628553,5823.97998047
0.14000000,5.39437580,5819.85791016
0.14250000,5.39380646,5818.62988281
0.14500000,5.43404341,5905.76562500
0.14750000,5.47661877,5998.66992188
0.15000000,5.42474747,5885.57714844
0.15250000,5.26058149,5534.74365234
0.15500000,4.56464195,4167.19140625
0.15750000,4.22658157,3572.79833984
0.16000000,3.91652036,3067.82666016
0.16250000,3.89616990,3036.02783203
0.16500000,3.76957083,2841.93261719
0.16750000,3.54689884,2516.09838867
0.17000000,2.93893194,1727.46411133
0.17250000,2.46222496,1212.51025391
