time,rms,crest_factor,total_fft_energy
0.02624990,0.00758191,2.03277107,0.01548246
0.02874990,0.00776883,1.98386123,0.01544917
0.03124990,0.00817248,1.88587573,0.01553303
0.03374990,0.00866185,1.77932797,0.01613945
0.03624990,0.00860417,1.79125627,0.01517453
0.03874990,0.00837785,1.83964544,0.01414809
0.04124990,0.00776724,1.98426609,0.01210217
0.04374990,0.00715868,2.15294873,0.01045478
0.04624990,0.00644043,2.18806198,0.00922721
0.04874990,0.00590995,2.38446421,0.00862158
0.05124990,0.00580132,2.42911127,0.00911267
0.05374990,0.00571888,2.46412940,0.00970777
0.05624990,0.00573874,2.45560323,0.01007744
0.05874990,0.00573577,2.45687142,0.01003069
0.06124990,0.00591860,2.38097670,0.00986093
0.06374990,0.00617838,2.28086578,0.00965794
0.06624990,0.00732925,2.45297490,0.01172078
0.06874990,0.00809306,2.22146569,0.01341913
0.07124990,0.00842204,2.13469233,0.01434049
0.07374990,0.00860108,2.09025568,0.01484164
0.07624990,0.00860012,2.09048975,0.01482161
0.07874990,0.00843277,2.13197565,0.01423481
0.08124990,0.00801494,2.24311799,0.01312817
0.08374990,0.00738755,2.43361686,0.01140691
0.08624990,0.00710194,2.53148565,0.01095009
0.08874990,0.00703734,2.55472255,0.01089975
0.09124990,0.00705417,2.54862945,0.01089539
0.09374990,0.00707218,2.54213897,0.01090590
0.09624990,0.00713650,2.51922766,0.01102810
0.09874990,0.00742809,2.42033418,0.01170354
0.10124990,0.00808322,2.22416929,0.01336416
0.10374990,0.00868137,2.07092441,0.01523328
0.10624990,0.00875088,2.05447533,0.01540953
0.10874990,0.00878215,2.04715845,0.01551845
0.11124990,0.00915562,1.96365199,0.01703196
0.11374990,0.00943064,1.90638776,0.01806364
0.11624990,0.00924601,1.72457838,0.01731190
0.11874990,0.00931028,1.73448565,0.01755603
0.12124990,0.00923774,1.74810443,0.01724982
0.12374990,0.00907798,1.77887012,0.01665080
0.12624990,0.00930651,1.73518739,0.01732521
0.12874990,0.01047060,2.05020035,0.02249324
0.13124990,0.01171705,2.02028271,0.02871143
0.13374990,0.01305746,1.98156559,0.03703042
0.13624990,0.01341254,1.92910649,0.03979905
0.13874990,0.01341687,1.92848279,0.03993840
0.14124990,0.01353055,1.91228091,0.03979273
0.14374990,0.01410250,1.83472483,0.04136214
0.14624990,0.01474416,1.75487827,0.04424657
0.14874990,0.01501492,1.72323327,0.04509133
0.15124990,0.01497066,1.72832760,0.04566193
0.15374990,0.01475260,1.75387506,0.04490484
0.15624990,0.01479560,1.74877761,0.04608355
0.15874990,0.01479539,1.74880229,0.04643673
0.16124990,0.01455094,1.77818205,0.04376028
0.16374990,0.01429298,1.81027464,0.04150395
0.16624990,0.01388320,1.86370641,0.03867985
0.16874990,0.01340557,1.93010841,0.03596667
0.17124990,0.01326751,1.95019416,0.03524202
0.17374990,0.01338665,1.93283729,0.03585880
0.17624990,0.01328091,1.94822649,0.03541729
0.17874990,0.01241372,2.08432356,0.03168326
0.18124990,0.01129137,2.29150281,0.02713104
0.18374990,0.01023552,2.02748151,0.02331482
0.18624990,0.01089723,1.98458496,0.02569745
0.18874990,0.01213381,1.97115403,0.03018820
0.19124990,0.01313867,1.82821291,0.03487664
0.19374990,0.01292738,1.85809369,0.03380992
0.19624990,0.01218863,1.97071264,0.03148611
0.19874990,0.01166990,2.05831084,0.02956967
0.20124990,0.01150667,2.08750961,0.02905541
0.20374990,0.01183376,2.02981046,0.03026869
0.20624990,0.01237451,1.94110951,0.03213335
0.20874990,0.01280836,1.87535965,0.03391419
0.21124990,0.01303980,1.84207462,0.03430187
0.21374990,0.01316052,1.82517710,0.03482351
0.21624990,0.01320664,1.81880304,0.03489869
0.21874990,0.01328529,1.80803629,0.03539910
0.22124990,0.01329245,1.80706202,0.03543605
