time,rms,crest_factor,total_fft_energy
0.02490339,0.11153515,2.36754048,2.58080691
0.02739373,0.11169612,2.36412860,2.59642240
0.02988407,0.12945670,2.29173245,3.57003501
0.03237441,0.15418768,2.42929251,4.87474245
0.03486475,0.15796591,2.37118859,5.19832668
0.03735509,0.16432484,2.27942995,5.65711717
0.03984543,0.17526026,2.13720424,6.20628075
0.04233576,0.18074592,2.07233981,6.54501642
0.04482610,0.18781020,1.99439102,7.05826947
0.04731644,0.18717567,2.00115207,7.01529165
0.04980678,0.18721622,2.00071863,7.03789053
0.05229712,0.18572712,2.01675976,6.93953475
0.05478746,0.18568684,2.01719717,6.94941857
0.05727780,0.18576202,2.01638080,6.95138077
0.05976814,0.18698173,2.00322761,7.08445599
0.06225848,0.18766257,1.99595991,7.15526633
0.06474882,0.17856474,2.09765360,6.41216710
0.06723916,0.17854937,2.09783418,6.38131745
0.06972949,0.22245748,2.71936778,10.48229551
0.07221983,0.24053952,2.51494519,12.18724507
0.07471017,0.24296084,2.48988159,11.88177549
0.07720051,0.29511715,2.54112227,17.81788099
0.07969085,0.33952400,2.37762032,23.50712149
0.08218119,0.36302007,2.22373146,26.66480838
0.08467153,0.37542729,2.15024099,28.50084091
0.08716187,0.43602857,2.32247051,40.94449757
0.08965221,0.43166543,2.34594532,40.09697613
0.09214255,0.52153301,2.53886142,54.43113219
0.09463288,0.53660836,2.46753525,58.20144459
0.09712322,0.53660823,2.46753583,58.20245371
0.09961356,0.53862076,2.45831601,58.22819891
0.10210390,0.56965127,2.32440462,65.95517872
0.10459424,0.57055750,2.32071272,66.28885133
0.10708458,0.60834904,2.17654662,74.32639524
0.10957492,0.66413488,1.99372157,90.95286669
0.11206526,0.66669979,1.98605139,91.68952323
0.11455560,0.68622164,1.92955158,95.19752105
0.11704594,0.82135036,2.45863456,138.85747038
0.11953628,0.90581061,2.22938477,167.12165204
0.12202661,0.90000482,2.24376619,163.47765006
0.12451695,0.95124304,2.12290688,183.17759624
0.12700729,1.00067980,2.01802852,201.18529583
0.12949763,1.04323371,1.93571236,220.43248038
0.13198797,1.03727248,1.94683695,218.44712744
0.13447831,1.04097101,1.93991990,219.53503700
0.13696865,1.08215748,1.86608734,236.41512662
0.13945899,1.13843769,1.77383479,259.23010529
0.14194933,1.14467007,1.76417679,268.87892539
0.14443967,1.13644015,1.77695269,265.60360782
0.14693001,1.13645668,1.77692684,265.46217502
0.14942034,1.16142677,1.73872382,276.86114894
0.15191068,1.16726904,1.73002137,273.50276429
0.15440102,1.19502503,1.68983940,288.92130037
0.15689136,1.17626449,1.71679107,282.21936583
0.15938170,1.14598477,1.76215290,265.80694736
0.16187204,1.15488880,1.74856694,274.06442667
0.16436238,1.15200349,1.75294640,272.86044278
0.16685272,1.07056928,1.69259400,229.71571795
0.16934306,1.03078536,1.61589823,226.79823799
0.17183340,1.04216137,1.59825942,231.97701300
0.17432374,0.99663931,1.67126082,206.59135647
0.17681407,0.93373977,1.78384201,183.16135429
0.17930441,0.89453247,1.86202768,161.40082054
0.18179475,0.91425847,1.82185267,173.91443042
0.18428509,0.91030106,1.82977291,172.54457803
0.18677543,0.83075238,1.90419382,139.12475225
0.18926577,0.75168596,1.89909635,117.72553682
0.19175611,0.68060311,1.86517233,96.54494321
0.19424645,0.68292758,1.85882389,96.36503592
0.19673679,0.68476774,1.85382871,96.73044478
0.19922713,0.64451246,1.96961607,83.16339290
0.20171747,0.60612913,2.09434267,74.15327673
0.20420780,0.54872576,2.31343630,61.50959921
0.20669814,0.55996904,2.26698622,63.49703146
0.20918848,0.56487034,2.24731591,64.29268281
0.21167882,0.54981068,2.30887128,61.39657075
0.21416916,0.53161693,2.38788877,57.09888617
0.21665950,0.50970398,2.49054774,51.98178766
0.21914984,0.42473132,2.30393313,37.86751320
0.22164018,0.39622004,2.46971998,33.40478094
0.22413052,0.38795210,2.52235403,33.07881874
0.22662086,0.38500598,2.54165544,32.39966772
0.22911119,0.31843545,3.03819686,20.96657118
0.23160153,0.24233199,2.06875769,12.76655285
0.23409187,0.23609442,2.12341386,12.06108152
0.23658221,0.23890518,2.09843151,12.21114025
0.23907255,0.23890709,2.09841475,12.20997993
0.24156289,0.25416532,1.97244128,14.30932959
0.24405323,0.25905992,1.93517453,14.27017879
0.24654357,0.25798785,1.94321619,15.11322054
0.24903391,0.24493443,2.04677700,13.80389150
0.25152425,0.24467515,2.04894599,13.59051894
0.25401459,0.24504045,2.04589144,13.59668543
0.25650492,0.21946722,1.81764304,10.04467976
0.25899526,0.20428642,1.95271456,8.94824510
0.26148560,0.18550166,2.15045543,7.15568632
0.26397594,0.18496870,2.15665169,7.15382362
0.26646628,0.18569831,2.14817817,7.23447447
0.26895662,0.18256532,2.18504293,6.89397232
0.27144696,0.18253080,2.18545613,6.80509702
0.27393730,0.18378230,2.17057386,7.01256234
0.27642764,0.18332812,2.17595134,6.96670951
0.27891798,0.18047416,2.21036109,6.62985977
0.28140832,0.16871361,2.36443911,5.83777597
0.28389865,0.14397613,2.70851022,4.20622468
0.28638899,0.13848939,2.81581732,4.00600927
0.28887933,0.13912522,2.80294840,4.02619095
0.29136967,0.10881378,3.11040837,2.37510488
0.29386001,0.07917702,2.52606020,1.36041589
0.29635035,0.06727188,1.82360519,1.03965330
0.29884069,0.06799488,1.80421463,1.01218723
0.30133103,0.07052092,1.73958799,1.05693368
0.30382137,0.07109235,1.72560542,1.07692317
0.30631171,0.06626503,1.85131349,0.94032460
0.30880205,0.06789347,1.80690935,0.93097592
0.31129238,0.06795229,1.80534538,0.93271164
0.31378272,0.06846860,1.79173165,0.94367120
0.31627306,0.06666040,1.84033318,0.90456233
0.31876340,0.06701532,1.83058677,0.90908812
0.32125374,0.06938693,1.76801826,0.97417171
0.32374408,0.08140026,2.65717906,1.42775292
0.32623442,0.07825403,2.76401172,1.40525643
0.32872476,0.07854854,2.75364855,1.38716970
0.33121510,0.07878350,2.74543615,1.36664499
0.33370544,0.07738736,2.79496644,1.29072342
0.33619578,0.08786096,2.46178819,1.75483741
0.33868611,0.09712246,2.22703435,2.25369200
0.34117645,0.09668063,2.23721201,2.28041020
0.34366679,0.09895636,2.18576217,2.32568907
0.34615713,0.10772169,2.00790625,2.50398757
0.34864747,0.12900636,2.49535343,3.36737567
0.35113781,0.12765161,2.52183619,3.26736835
0.35362815,0.17005751,3.02183512,5.95359636
0.35611849,0.20535188,2.50911475,8.75660037
0.35860883,0.26212998,2.80167214,15.41231470
0.36109917,0.26220841,2.80083411,15.41215334
0.36358950,0.31194146,2.42714286,23.74258103
0.36607984,0.43990106,3.15511385,43.92130241
0.36857018,0.46395977,2.99150487,46.12404110
0.37106052,0.46353067,2.99427420,45.66846865
0.37355086,0.46205975,3.00380612,46.52567134
0.37604120,0.46785651,2.96658890,48.12235945
0.37853154,0.48910107,2.83773233,54.68673643
0.38102188,0.70194019,3.20811661,115.68120241
0.38351222,0.77935395,2.88945220,133.72152991
0.38600256,0.79611231,2.82862853,133.51964942
0.38849290,0.84888337,2.65278609,155.79431087
0.39098323,1.13630668,2.97291445,264.72518291
0.39347357,1.14204013,2.95798936,264.73691652
0.39596391,1.14152698,2.95931908,263.99138589
0.39845425,1.35465335,2.49373211,370.82267104
0.40094459,1.37407926,2.45847722,381.28933593
0.40343493,1.43728225,2.35036825,432.09540438
0.40592527,1.49556897,2.25876749,466.96301712
0.40841561,1.49420270,2.26083286,466.65056094
0.41090595,1.64048675,2.05923185,573.60361253
0.41339629,1.63257540,2.06921075,573.27414050
0.41588663,1.60600368,2.10344634,574.24155293
0.41837696,1.65840281,2.03698555,622.94441608
0.42086730,1.66161544,2.03304717,618.95667901
0.42335764,1.66460638,2.02939421,616.98406280
0.42584798,1.66328335,2.03100847,618.03123909
0.42833832,1.66363611,2.03057780,618.05306235
0.43082866,1.59263917,2.12109724,591.69741192
0.43331900,1.55693303,2.16974172,555.61123750
0.43580934,1.60114885,2.10982418,600.00498901
0.43829968,1.57659892,2.14267720,593.09074275
0.44079002,1.39897015,2.34297596,453.30918328
0.44328036,1.39860887,2.34358118,452.89340660
0.44577069,1.43851335,2.27857004,461.75961114
0.44826103,1.27670800,2.37227677,357.08932296
0.45075137,1.26372212,2.39665406,354.07274393
0.45324171,1.18669136,2.55222616,307.03070952
0.45573205,1.10678451,2.73648999,256.76630256
0.45822239,1.10280870,2.74635551,255.54988204
0.46071273,0.87655598,2.24058346,157.53048339
0.46320307,0.87768954,2.23768969,157.65114728
0.46569341,0.87199068,2.25231403,155.52255665
0.46818375,0.75383699,2.42997481,113.65442762
0.47067409,0.74677621,2.45295029,111.67277756
0.47316442,0.73943838,2.47729217,109.74615598
0.47565476,0.73860579,2.48008467,109.62900102
