# Time (seconds),X,Y,Z
0.0012499,-0.395043283700943,-0.30885201692581177,9.818621635437012
0.0037499,-0.395043283700943,-0.30885201692581177,9.818621635437012
0.0062499,-0.3878606855869293,-0.31364041566848755,9.816226959228516
0.0087499,-0.3902548849582672,-0.31364041566848755,9.816226959228516
0.0112499,-0.3878606855869293,-0.31364041566848755,9.818621635437012
0.0137499,-0.3926490843296051,-0.31603461503982544,9.825803756713867
0.016249899999999998,-0.3878606855869293,-0.31842881441116333,9.832986831665039
0.0187499,-0.38307225704193115,-0.3208230137825012,9.84495735168457
0.021249900000000002,-0.3758896589279175,-0.31842881441116333,9.854534149169922
0.023749899999999997,-0.3711012601852417,-0.31842881441116333,9.856928825378418
0.0262499,-0.3734954595565796,-0.31364041566848755,9.856928825378418
0.028749900000000002,-0.38067805767059326,-0.31364041566848755,9.852140426635742
0.031249899999999997,-0.3926490843296051,-0.31364041566848755,9.847352027893066
0.0337499,-0.3974374830722809,-0.31842881441116333,9.84495735168457
0.0362499,-0.3998316824436188,-0.3208230137825012,9.847352027893066
0.0387499,-0.395043283700943,-0.3256114423274994,9.84495735168457
0.0412499,-0.3926490843296051,-0.3208230137825012,9.847352027893066
0.0437499,-0.3902548849582672,-0.31603461503982544,9.84495735168457
0.0462499,-0.3878606855869293,-0.31124621629714966,9.840168952941895
0.0487499,-0.3878606855869293,-0.30885201692581177,9.832986831665039
0.0512499,-0.37828385829925537,-0.31124621629714966,9.828198432922363
0.053749899999999996,-0.3734954595565796,-0.31124621629714966,9.818621635437012
0.0562499,-0.3734954595565796,-0.31364041566848755,9.816226959228516
0.0587499,-0.3758896589279175,-0.31603461503982544,9.81143856048584
0.061249899999999996,-0.38067805767059326,-0.31364041566848755,9.80904483795166
0.0637499,-0.3878606855869293,-0.31603461503982544,9.813833236694336
0.0662499,-0.3902548849582672,-0.31603461503982544,9.813833236694336
0.0687499,-0.395043283700943,-0.31842881441116333,9.823410034179688
0.0712499,-0.3998316824436188,-0.3256114423274994,9.825803756713867
0.0737499,-0.40701428055763245,-0.33039984107017517,9.830592155456543
0.0762499,-0.4118026793003082,-0.3280056416988373,9.830592155456543
0.0787499,-0.4118026793003082,-0.3256114423274994,9.832986831665039
0.0812499,-0.4141969084739685,-0.3232172429561615,9.835380554199219
0.0837499,-0.4118026793003082,-0.3208230137825012,9.837775230407715
0.0862499,-0.40940847992897034,-0.31842881441116333,9.837775230407715
0.0887499,-0.40462008118629456,-0.31603461503982544,9.837775230407715
0.0912499,-0.3974374830722809,-0.31842881441116333,9.830592155456543
0.0937499,-0.3926490843296051,-0.31603461503982544,9.828198432922363
0.0962499,-0.3878606855869293,-0.31842881441116333,9.828198432922363
0.0987499,-0.3878606855869293,-0.3208230137825012,9.828198432922363
0.1012499,-0.38546648621559143,-0.3208230137825012,9.828198432922363
0.1037499,-0.3878606855869293,-0.31842881441116333,9.828198432922363
0.1062499,-0.3878606855869293,-0.31603461503982544,9.821015357971191
0.1087499,-0.3878606855869293,-0.31364041566848755,9.823410034179688
0.1112499,-0.3878606855869293,-0.31124621629714966,9.825803756713867
0.1137499,-0.38546648621559143,-0.31124621629714966,9.832986831665039
0.1162499,-0.38546648621559143,-0.31124621629714966,9.84256362915039
0.1187499,-0.3902548849582672,-0.31842881441116333,9.84495735168457
0.1212499,-0.3974374830722809,-0.3208230137825012,9.847352027893066
0.1237499,-0.40462008118629456,-0.3208230137825012,9.849745750427246
0.1262499,-0.40701428055763245,-0.3208230137825012,9.84495735168457
0.1287499,-0.40701428055763245,-0.31842881441116333,9.84495735168457
0.1312499,-0.40222588181495667,-0.3208230137825012,9.84256362915039
0.1337499,-0.395043283700943,-0.3208230137825012,9.837775230407715
0.1362499,-0.38546648621559143,-0.3208230137825012,9.840168952941895
0.1387499,-0.37828385829925537,-0.3232172429561615,9.837775230407715
0.1412499,-0.3758896589279175,-0.3208230137825012,9.835380554199219
0.1437499,-0.3734954595565796,-0.3232172429561615,9.835380554199219
0.1462499,-0.38067805767059326,-0.3232172429561615,9.832986831665039
0.1487499,-0.38546648621559143,-0.3232172429561615,9.835380554199219
0.1512499,-0.38546648621559143,-0.3232172429561615,9.835380554199219
0.1537499,-0.3926490843296051,-0.31842881441116333,9.832986831665039
0.1562499,-0.3974374830722809,-0.31364041566848755,9.832986831665039
0.1587499,-0.40222588181495667,-0.30885201692581177,9.830592155456543
0.1612499,-0.40222588181495667,-0.3064578175544739,9.828198432922363
0.1637499,-0.40222588181495667,-0.3064578175544739,9.825803756713867
0.1662499,-0.3998316824436188,-0.304063618183136,9.816226959228516
0.1687499,-0.395043283700943,-0.30885201692581177,9.816226959228516
0.1712499,-0.3926490843296051,-0.31124621629714966,9.818621635437012
