time,rms,crest_factor,total_fft_energy
0.02624990,0.00728132,1.73795626,0.01060513
0.02874990,0.00740563,1.70878338,0.01102373
0.03124990,0.00744218,1.70039247,0.01115532
0.03374990,0.00734991,1.72173726,0.01104666
0.03624990,0.00719522,1.75875317,0.01070806
0.03874990,0.00725489,1.74428851,0.01084017
0.04124990,0.00726132,1.74274314,0.01085688
0.04374990,0.00735460,1.72063962,0.01109560
0.04624990,0.00718126,1.58459840,0.01064685
0.04874990,0.00711167,1.60010458,0.01047903
0.05124990,0.00711040,1.60039039,0.01047777
0.05374990,0.00716613,1.58794296,0.01068050
0.05624990,0.00718018,1.58483744,0.01072967
0.05874990,0.00721814,1.57650159,0.01088137
0.06124990,0.00720320,1.57977090,0.01072060
0.06374990,0.00743896,1.52970499,0.01117499
0.06624990,0.00805485,1.92258244,0.01317987
0.06874990,0.00814551,1.90118339,0.01381099
0.07124990,0.00806579,1.91997345,0.01456549
0.07374990,0.00784787,1.97328818,0.01441747
0.07624990,0.00780648,1.98375119,0.01436933
0.07874990,0.00787529,1.96641731,0.01449342
0.08124990,0.00833603,1.85773229,0.01543252
0.08374990,0.00866076,1.78807785,0.01611167
0.08624990,0.00916300,1.69006992,0.01736338
0.08874990,0.00952595,1.62567585,0.01832910
0.09124990,0.00967101,1.60129108,0.01882694
0.09374990,0.00954827,1.62187583,0.01873890
0.09624990,0.00934918,1.65641255,0.01861360
0.09874990,0.00929562,1.66595683,0.01847459
0.10124990,0.00936784,1.65311329,0.01856423
0.10374990,0.00935588,1.65522764,0.01816898
0.10624990,0.00932181,1.66127717,0.01761440
0.10874990,0.00935116,1.65606237,0.01763032
0.11124990,0.00943744,1.64092229,0.01787608
0.11374990,0.00958031,1.61645148,0.01843059
0.11624990,0.00917573,1.46561956,0.01704669
0.11874990,0.00888887,1.51291691,0.01600185
0.12124990,0.00860638,1.56257622,0.01536375
0.12374990,0.00869874,1.54598509,0.01578735
0.12624990,0.00880528,1.52727931,0.01630386
0.12874990,0.00878806,1.53027334,0.01623502
0.13124990,0.00831539,1.61725819,0.01416188
0.13374990,0.00806851,1.66674173,0.01329610
0.13624990,0.00807403,1.66560339,0.01321303
0.13874990,0.00811686,1.71917681,0.01445789
0.14124990,0.00802518,1.73881676,0.01540405
0.14374990,0.00790598,1.76503303,0.01617244
0.14624990,0.00780203,1.78855012,0.01643449
0.14874990,0.00771778,1.80807484,0.01539327
0.15124990,0.00779380,1.79043951,0.01464599
0.15374990,0.00785672,1.77610091,0.01402263
0.15624990,0.00803960,1.73569812,0.01389538
0.15874990,0.00853328,1.64245757,0.01487954
0.16124990,0.00899895,1.57205607,0.01625425
