time,rms,total_fft_energy
0.02624990,0.00989271,0.01957315
0.02874990,0.00925339,0.01712503
0.03124990,0.00839717,0.01410251
0.03374990,0.00771450,0.01190269
0.03624990,0.00710985,0.01011000
0.03874990,0.00706670,0.00998765
0.04124990,0.00730460,0.01067144
0.04374990,0.00770747,0.01188102
0.04624990,0.00792743,0.01256883
0.04874990,0.00811683,0.01317660
0.05124990,0.00804618,0.01294821
0.05374990,0.00789297,0.01245980
0.05624990,0.00776046,0.01204495
0.05874990,0.00781392,0.01221147
0.06124990,0.00770271,0.01186636
0.06374990,0.00727109,0.01057375
0.06624990,0.00668256,0.00893132
0.06874990,0.00663363,0.00880102
0.07124990,0.00695266,0.00966789
0.07374990,0.00709691,0.01007323
0.07624990,0.00725847,0.01053707
0.07874990,0.00727609,0.01058830
0.08124990,0.00724432,0.01049603
0.08374990,0.00721953,0.01042432
0.08624990,0.00720899,0.01039391
0.08874990,0.00694508,0.00964683
0.09124990,0.00656134,0.00861023
0.09374990,0.00605266,0.00732694
0.09624990,0.00565230,0.00638970
0.09874990,0.00514062,0.00528520
0.10124990,0.00492344,0.00484806
0.10374990,0.00498519,0.00497042
0.10624990,0.00544100,0.00592091
0.10874990,0.00552523,0.00610564
0.11124990,0.00550899,0.00606980
0.11374990,0.00552990,0.00611595
0.11624990,0.00592143,0.00701267
0.11874990,0.00658910,0.00868325
0.12124990,0.00672893,0.00905569
0.12374990,0.00680484,0.00926116
0.12624990,0.00661651,0.00875564
0.12874990,0.00663540,0.00880571
0.13124990,0.00684221,0.00936316
0.13374990,0.00691042,0.00955078
0.13624990,0.00676921,0.00916445
0.13874990,0.00667646,0.00891501
0.14124990,0.00663030,0.00879218
0.14374990,0.00665638,0.00886147
0.14624990,0.00674424,0.00909694
0.14874990,0.00674605,0.00910184
0.15124990,0.00675566,0.00912779
0.15374990,0.00669858,0.00897421
0.15624990,0.00640827,0.00821317
0.15874990,0.00648944,0.00842256
0.16124990,0.00677624,0.00918350
0.16374990,0.00706515,0.00998327
0.16624990,0.00667064,0.00889950
0.16874990,0.00564646,0.00637651
0.17124990,0.00507873,0.00515869
0.17374990,0.00529516,0.00560774
0.17624990,0.00581484,0.00676247
0.17874990,0.00634227,0.00804489
0.18124990,0.00617721,0.00763159
0.18374990,0.00620249,0.00769417
0.18624990,0.00636478,0.00810208
0.18874990,0.00688566,0.00948246
0.19124990,0.00722636,0.01044406
0.19374990,0.00723880,0.01048004
0.19624990,0.00714241,0.01020280
0.19874990,0.00714901,0.01022167
0.20124990,0.00716122,0.01025661
0.20374990,0.00716303,0.01026181
0.20624990,0.00711919,0.01013656
0.20874990,0.00695184,0.00966563
0.21124990,0.00671236,0.00901117
0.21374990,0.00657682,0.00865090
0.21624990,0.00658655,0.00867654
0.21874990,0.00663485,0.00880424
0.22124990,0.00658138,0.00866292
0.22374990,0.00614784,0.00755919
0.22624990,0.00574372,0.00659807
0.22874990,0.00522049,0.00545070
0.23124990,0.00524218,0.00549610
0.23374990,0.00512159,0.00524614
0.23624990,0.00566526,0.00641903
0.23874990,0.00554709,0.00615404
