# Time (seconds),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0024999,0.6530185341835022,-0.9241618514060974,9.70549488067627,7.232666015625,-0.48828125,-2.50244140625
0.0074999,0.6530185341835022,-0.9241618514060974,9.70549488067627,7.232666015625,-0.48828125,-2.50244140625
0.012499900000000001,0.7350199222564697,-0.8768763542175293,9.925761222839355,-1.0986328125,-0.823974609375,3.72314453125
0.0174999,0.6751648783683777,-0.912190854549408,9.706093788146973,-6.89697265625,-0.244140625,-2.99072265625
0.0224999,0.7104793787002563,-0.9307458996772766,9.718064308166504,9.063720703125,-0.06103515625,-0.152587890625
0.0274999,0.7356184720993042,-0.7966706156730652,9.80904483795166,-5.645751953125,-0.274658203125,2.960205078125
0.0324999,0.6889315247535706,-0.882861852645874,9.593565940856934,-2.01416015625,0.3662109375,-4.241943359375
0.0374999,0.7170634269714355,-0.8134300112724304,9.773730278015137,8.026123046875,-0.18310546875,1.800537109375
0.0424999,0.6835445761680603,-0.8349778652191162,9.61571216583252,2.655029296875,0.030517578125,-3.96728515625
0.0474999,0.750582218170166,-0.8643068075180054,9.874884605407715,5.0048828125,-0.335693359375,3.265380859375
0.0524999,0.7015010714530945,-0.8481459617614746,9.711481094360352,-8.7890625,0.274658203125,-1.15966796875
0.0574999,0.6542156338691711,-0.9900023937225342,9.673172950744629,7.232666015625,0.732421875,-2.62451171875
0.0624999,0.7200561761856079,-0.9361328482627869,9.908403396606445,0.42724609375,-0.213623046875,3.692626953125
0.0674999,0.6542156338691711,-0.9487023949623108,9.68813705444336,-7.32421875,0.30517578125,-2.99072265625
0.0724999,0.4770447015762329,-1.0199298858642578,9.888052940368652,10.7421875,-2.0751953125,-0.640869140625
0.0774999,0.35673606395721436,-0.9792284965515137,9.990405082702637,3.631591796875,-14.739990234375,2.685546875
0.0824999,-0.08858546614646912,-1.12467622756958,9.965864181518555,2.86865234375,-20.751953125,-5.37109375
0.0874999,-0.38726213574409485,-1.1581950187683105,10.322002410888672,16.937255859375,-34.85107421875,-2.288818359375
0.0924999,-0.7218518257141113,-1.1204863786697388,10.587160110473633,6.622314453125,-54.3212890625,-3.387451171875
0.0974999,-1.0767922401428223,-1.2461819648742676,10.741585731506348,20.904541015625,-70.404052734375,-8.392333984375
0.1024999,-1.3401544094085693,-1.525106430053711,11.512518882751465,31.982421875,-121.03271484375,-15.56396484375
0.1074999,-1.2773065567016602,-1.9231425523757935,11.7046537399292,56.427001953125,-132.476806640625,-22.064208984375
0.1124999,-1.2773065567016602,-1.9231425523757935,11.7046537399292,56.427001953125,-132.476806640625,-22.064208984375
0.1174999,-0.7858967185020447,-2.231395959854126,12.009315490722656,64.5751953125,-142.63916015625,-21.6064453125
0.1224999,-0.2968810200691223,-2.7928361892700195,11.702259063720703,78.521728515625,-140.472412109375,-29.23583984375
0.1274999,0.3603273630142212,-3.138798475265503,11.604097366333008,109.527587890625,-130.43212890625,-23.529052734375
0.1324999,1.303044319152832,-3.20404052734375,10.831368446350098,111.63330078125,-108.45947265625,-9.124755859375
0.1374999,2.077568531036377,-3.0873231887817383,9.256582260131836,83.3740234375,4.638671875,9.307861328125
0.1424999,2.9448680877685547,-2.214038133621216,7.219715118408203,74.5849609375,74.127197265625,37.750244140625
0.1474999,3.66851544380188,-1.0283095836639404,5.07451057434082,62.80517578125,82.45849609375,52.734375
0.1524999,4.0300397872924805,0.3166331648826599,3.7469255924224854,44.921875,65.91796875,64.422607421875
0.1574999,4.259284973144531,2.1727380752563477,3.9031472206115723,-4.39453125,62.6220703125,87.5244140625
0.1624999,0.24241292476654053,-5.994482517242432,9.091382026672363,15.5029296875,-11.04736328125,-35.125732421875
0.1674999,0.43335050344467163,-5.834071159362793,7.01979923248291,-12.542724609375,6.2255859375,-29.266357421875
0.1724999,0.7577648162841797,-4.887164115905762,6.457161903381348,-12.3291015625,22.613525390625,-13.61083984375
0.17749990000000002,1.4317326545715332,-2.5300726890563965,9.271546363830566,11.383056640625,10.7421875,-0.030517578125
0.1824999,1.3401544094085693,-1.4227544069290161,10.524312019348145,23.62060546875,6.927490234375,-2.13623046875
0.1874999,1.0552444458007812,-0.46627077460289,11.014524459838867,4.974365234375,0.946044921875,-2.74658203125
0.1924999,0.6859387755393982,0.09038111567497253,10.528501510620117,-4.08935546875,-0.335693359375,-12.847900390625
0.1974999,0.5680243372917175,0.535702645778656,10.019135475158691,1.922607421875,1.068115234375,-6.4697265625
0.2024999,0.6458359360694885,0.729034423828125,9.891045570373535,-9.521484375,1.220703125,3.0517578125
