time,rms,total_fft_energy
0.02624990,0.01991046,0.07928526
0.02874990,0.01952242,0.07622498
0.03124990,0.01905728,0.07263602
0.03374990,0.01796596,0.06455512
0.03624990,0.01664244,0.05539416
0.03874990,0.01446584,0.04185209
0.04124990,0.01201144,0.02885495
0.04374990,0.00945425,0.01787658
0.04624990,0.00738500,0.01090766
0.04874990,0.00611503,0.00747873
0.05124990,0.00558412,0.00623648
0.05374990,0.00564072,0.00636355
0.05624990,0.00569085,0.00647716
0.05874990,0.00548158,0.00600954
0.06124990,0.00497264,0.00494544
0.06374990,0.00447956,0.00401330
0.06624990,0.00389893,0.00304033
0.06874990,0.00371484,0.00276001
0.07124990,0.00315635,0.00199250
0.07374990,0.00296883,0.00176279
0.07624990,0.00337276,0.00227510
0.07874990,0.00351389,0.00246948
0.08124990,0.00378353,0.00286302
0.08374990,0.00388885,0.00302463
0.08624990,0.00382896,0.00293218
0.08874990,0.00381828,0.00291585
0.09124990,0.00411535,0.00338722
0.09374990,0.00420745,0.00354052
0.09624990,0.00438458,0.00384491
0.09874990,0.00443348,0.00393115
0.10124990,0.00461121,0.00425265
0.10374990,0.00498775,0.00497553
0.10624990,0.00561887,0.00631433
0.10874990,0.00591600,0.00699981
0.11124990,0.00600276,0.00720663
0.11374990,0.00593953,0.00705561
0.11624990,0.00599405,0.00718572
0.11874990,0.00617405,0.00762377
0.12124990,0.00631812,0.00798373
0.12374990,0.00641626,0.00823368
0.12624990,0.00649020,0.00842454
0.12874990,0.00691432,0.00956157
0.13124990,0.00730585,0.01067510
0.13374990,0.00746623,0.01114893
0.13624990,0.00739745,0.01094446
0.13874990,0.00762248,0.01162044
0.14124990,0.00808255,0.01306552
0.14374990,0.00846197,0.01432099
0.14624990,0.00882549,0.01557786
0.14874990,0.00902692,0.01629705
0.15124990,0.00908091,0.01649260
0.15374990,0.00883212,0.01560128
0.15624990,0.00838761,0.01407041
0.15874990,0.00833568,0.01389672
0.16124990,0.00849110,0.01441977
0.16374990,0.00861029,0.01482743
0.16624990,0.00863220,0.01490297
0.16874990,0.00847805,0.01437545
0.17124990,0.00836932,0.01400910
0.17374990,0.00829116,0.01374866
0.17624990,0.00818110,0.01338609
0.17874990,0.00792821,0.01257131
0.18124990,0.00778418,0.01211869
0.18374990,0.00779272,0.01214529
0.18624990,0.00798962,0.01276681
0.18874990,0.00790326,0.01249232
0.19124990,0.00732796,0.01073979
0.19374990,0.00689815,0.00951690
0.19624990,0.00644235,0.00830078
0.19874990,0.00662305,0.00877295
0.20124990,0.00675282,0.00912011
0.20374990,0.00679992,0.00924779
0.20624990,0.00679065,0.00922260
0.20874990,0.00659523,0.00869941
0.21124990,0.00630308,0.00794578
0.21374990,0.00606777,0.00736358
0.21624990,0.00597956,0.00715102
0.21874990,0.00612765,0.00750961
0.22124990,0.00622932,0.00776088
0.22374990,0.00650905,0.00847355
0.22624990,0.00658314,0.00866755
0.22874990,0.00655149,0.00858439
0.23124990,0.00613380,0.00752470
