time,rms,total_fft_energy
0.02624990,0.00857435,0.01470390
0.02874990,0.00731821,0.01071125
0.03124990,0.00668490,0.00893758
0.03374990,0.00624048,0.00778873
0.03624990,0.00608640,0.00740886
0.03874990,0.00610176,0.00744629
0.04124990,0.00587279,0.00689792
0.04374990,0.00555238,0.00616578
0.04624990,0.00528841,0.00559346
0.04874990,0.00490029,0.00480256
0.05124990,0.00505788,0.00511644
0.05374990,0.00507619,0.00515354
0.05624990,0.00498729,0.00497462
0.05874990,0.00503526,0.00507076
0.06124990,0.00511442,0.00523147
0.06374990,0.00503823,0.00507674
0.06624990,0.00496540,0.00493103
0.06874990,0.00458450,0.00420352
0.07124990,0.00471674,0.00444952
0.07374990,0.00490555,0.00481289
0.07624990,0.00497314,0.00494643
0.07874990,0.00497642,0.00495294
0.08124990,0.00524376,0.00549941
0.08374990,0.00565471,0.00639514
0.08624990,0.00613558,0.00752906
0.08874990,0.00615755,0.00758308
0.09124990,0.00607772,0.00738774
0.09374990,0.00597708,0.00714509
0.09624990,0.00595600,0.00709478
0.09874990,0.00600852,0.00722047
0.10124990,0.00610165,0.00744602
0.10374990,0.00645203,0.00832575
0.10624990,0.00660239,0.00871830
0.10874990,0.00652574,0.00851707
0.11124990,0.00649169,0.00842840
0.11374990,0.00646297,0.00835399
0.11624990,0.00637193,0.00812031
0.11874990,0.00630367,0.00794725
0.12124990,0.00604002,0.00729637
0.12374990,0.00585439,0.00685477
0.12624990,0.00585580,0.00685808
0.12874990,0.00589450,0.00694902
0.13124990,0.00568638,0.00646699
0.13374990,0.00520267,0.00541355
0.13624990,0.00429581,0.00369079
0.13874990,0.00399808,0.00319692
0.14124990,0.00392303,0.00307803
0.14374990,0.00393009,0.00308913
0.14624990,0.00387431,0.00300205
0.14874990,0.00407800,0.00332602
0.15124990,0.00365215,0.00266765
0.15374990,0.00299400,0.00179280
0.15624990,0.00301369,0.00181647
0.15874990,0.00345862,0.00239241
0.16124990,0.00390798,0.00305447
0.16374990,0.00420809,0.00354161
0.16624990,0.00441333,0.00389549
0.16874990,0.00445824,0.00397518
0.17124990,0.00446474,0.00398678
0.17374990,0.00472421,0.00446364
0.17624990,0.00500430,0.00500861
0.17874990,0.00537129,0.00577015
0.18124990,0.00550343,0.00605754
0.18374990,0.00560362,0.00628010
0.18624990,0.00577855,0.00667832
0.18874990,0.00591535,0.00699828
0.19124990,0.00623437,0.00777347
0.19374990,0.00623395,0.00777243
0.19624990,0.00623040,0.00776357
0.19874990,0.00603478,0.00728370
0.20124990,0.00608990,0.00741737
0.20374990,0.00613163,0.00751937
0.20624990,0.00632055,0.00798987
0.20874990,0.00623014,0.00776292
0.21124990,0.00603845,0.00729257
0.21374990,0.00583640,0.00681271
0.21624990,0.00567619,0.00644383
0.21874990,0.00563352,0.00634731
0.22124990,0.00563366,0.00634762
0.22374990,0.00540506,0.00584293
0.22624990,0.00507972,0.00516070
0.22874990,0.00464293,0.00431137
0.23124990,0.00445524,0.00396984
0.23374990,0.00435442,0.00379219
0.23624990,0.00410414,0.00336879
0.23874990,0.00394258,0.00310878
0.24124990,0.00352946,0.00249142
0.24374990,0.00361053,0.00260718
0.24624990,0.00367679,0.00270376
0.24874990,0.00367291,0.00269806
0.25124990,0.00353911,0.00250506
0.25374990,0.00343647,0.00236187
0.25624990,0.00310147,0.00192382
0.25874990,0.00307158,0.00188693
0.26124990,0.00377481,0.00284983
0.26374990,0.00429331,0.00368650
0.26624990,0.00449364,0.00403857
0.26874990,0.00448726,0.00402709
0.27124990,0.00461066,0.00425165
0.27374990,0.00515648,0.00531785
0.27624990,0.00618341,0.00764691
0.27874990,0.00729535,0.01064442
0.28124990,0.00802061,0.01286602
0.28374990,0.00822621,0.01353411
0.28624990,0.00823006,0.01354679
0.28874990,0.00821393,0.01349373
0.29124990,0.00831518,0.01382845
0.29374990,0.00832600,0.01386446
0.29624990,0.00833176,0.01388364
0.29874990,0.00831109,0.01381483
0.30124990,0.00831793,0.01383758
0.30374990,0.00832570,0.01386346
0.30624990,0.00822673,0.01353583
0.30874990,0.00812829,0.01321382
0.31124990,0.00774000,0.01198151
0.31374990,0.00748928,0.01121787
0.31624990,0.00736652,0.01085313
0.31874990,0.00739909,0.01094930
0.32124990,0.00732541,0.01073232
0.32374990,0.00695432,0.00967252
0.32624990,0.00606229,0.00735027
0.32874990,0.00480179,0.00461143
0.33124990,0.00349315,0.00244041
0.33374990,0.00290103,0.00168319
0.33624990,0.00293934,0.00172795
0.33874990,0.00292977,0.00171671
0.34124990,0.00245004,0.00120054
0.34374990,0.00231847,0.00107506
0.34624990,0.00225357,0.00101571
0.34874990,0.00230886,0.00106617
0.35124990,0.00267102,0.00142687
0.35374990,0.00292107,0.00170653
0.35624990,0.00320978,0.00206054
0.35874990,0.00347882,0.00242043
0.36124990,0.00405747,0.00329261
0.36374990,0.00436342,0.00380789
0.36624990,0.00461888,0.00426681
0.36874990,0.00457837,0.00419229
0.37124990,0.00457823,0.00419204
0.37374990,0.00461729,0.00426387
0.37624990,0.00460998,0.00425039
0.37874990,0.00445899,0.00397652
0.38124990,0.00442308,0.00391273
0.38374990,0.00452289,0.00409131
0.38624990,0.00466433,0.00435120
0.38874990,0.00529429,0.00560590
0.39124990,0.00572906,0.00656441
0.39374990,0.00601479,0.00723554
0.39624990,0.00610436,0.00745264
0.39874990,0.00608169,0.00739738
0.40124990,0.00598359,0.00716068
0.40374990,0.00590120,0.00696484
0.40624990,0.00580235,0.00673346
0.40874990,0.00564146,0.00636521
0.41124990,0.00531894,0.00565822
0.41374990,0.00566361,0.00641529
0.41624990,0.00658396,0.00866970
0.41874990,0.00775119,0.01201618
0.42124990,0.00852734,0.01454310
0.42374990,0.00889916,0.01583900
0.42624990,0.00891040,0.01587903
0.42874990,0.00892597,0.01593461
0.43124990,0.00903105,0.01631195
0.43374990,0.00906060,0.01641890
0.43624990,0.00899122,0.01616839
0.43874990,0.00863549,0.01491434
0.44124990,0.00835353,0.01395630
0.44374990,0.00814559,0.01327012
0.44624990,0.00805954,0.01299125
0.44874990,0.00806598,0.01301202
0.45124990,0.00802560,0.01288207
0.45374990,0.00799420,0.01278146
