time,rms,crest_factor,total_fft_energy
0.02624990,0.01058426,1.86846738,0.02679335
0.02874990,0.01068935,1.85009866,0.02675289
0.03124990,0.01121847,1.76283882,0.02817581
0.03374990,0.01169054,1.69165431,0.02967568
0.03624990,0.01235165,1.69596901,0.03230715
0.03874990,0.01311195,1.70944525,0.03547751
0.04124990,0.01357371,1.65129187,0.03755897
0.04374990,0.01402378,1.59829707,0.03952502
0.04624990,0.01387339,1.61562256,0.03858453
0.04874990,0.01324483,1.69229483,0.03526397
0.05124990,0.01250905,1.79183560,0.03189660
0.05374990,0.01180191,1.89919784,0.02906420
0.05624990,0.01147134,1.95392735,0.02790780
0.05874990,0.01144590,1.95827011,0.02782776
0.06124990,0.01158242,1.93518742,0.02826483
0.06374990,0.01160117,1.93205964,0.02832730
0.06624990,0.01167208,1.92032236,0.02856380
0.06874990,0.01145401,1.95688339,0.02810159
0.07124990,0.01131434,1.98103991,0.02801010
0.07374990,0.01129401,1.98460644,0.02839707
0.07624990,0.01129664,1.98414444,0.02842314
0.07874990,0.01122108,1.99750387,0.02782021
0.08124990,0.01069804,2.09516420,0.02490136
0.08374990,0.01035835,2.16387416,0.02311474
0.08624990,0.00954604,2.34800704,0.01954017
0.08874990,0.00837552,1.97284974,0.01460722
0.09124990,0.00753973,2.09063920,0.01181743
0.09374990,0.00681520,1.81278951,0.00929575
0.09624990,0.00698435,1.76888772,0.01002397
0.09874990,0.00739358,1.67097995,0.01140177
0.10124990,0.00794229,1.69119209,0.01350869
0.10374990,0.00812482,1.65319814,0.01425263
0.10624990,0.00822233,1.63359317,0.01469096
0.10874990,0.00810378,1.65749049,0.01420967
0.11124990,0.00775037,1.73307142,0.01263244
0.11374990,0.00744365,1.80448295,0.01152214
0.11624990,0.00713590,1.88230533,0.01037643
0.11874990,0.00713084,1.88363960,0.01031746
0.12124990,0.00712381,1.88550028,0.01031704
0.12374990,0.00712172,1.88605183,0.01031287
0.12624990,0.00709677,1.89268207,0.01034626
0.12874990,0.00706052,1.90240049,0.01034659
0.13124990,0.00699251,1.92090322,0.01031868
0.13374990,0.00642839,2.08947255,0.00931218
0.13624990,0.00596343,2.25238339,0.00867276
0.13874990,0.00562601,2.38747262,0.00829468
0.14124990,0.00565842,2.37379487,0.00830064
0.14374990,0.00617822,2.17407732,0.00865155
0.14624990,0.00646262,2.07840427,0.00859852
0.14874990,0.00631074,2.12842651,0.00807697
0.15124990,0.00586507,2.18022261,0.00711583
0.15374990,0.00554725,2.30513441,0.00660464
0.15624990,0.00522051,2.44940940,0.00621207
0.15874990,0.00505138,2.53142087,0.00607373
0.16124990,0.00509418,2.51015347,0.00606960
0.16374990,0.00504825,2.53299024,0.00607615
0.16624990,0.00510924,2.50275521,0.00609875
0.16874990,0.00511167,2.50156465,0.00599094
0.17124990,0.00511885,2.49805652,0.00593920
0.17374990,0.00517077,2.47297072,0.00582378
0.17624990,0.00523284,2.44363933,0.00587700
0.17874990,0.00528046,2.42159937,0.00592426
0.18124990,0.00543469,2.35288000,0.00614355
0.18374990,0.00557232,2.29476717,0.00634547
0.18624990,0.00582808,2.19406069,0.00687374
0.18874990,0.00580818,2.20157942,0.00679337
0.19124990,0.00577337,2.21485232,0.00671612
0.19374990,0.00530964,2.28620353,0.00564547
0.19624990,0.00512584,2.03672637,0.00527140
0.19874990,0.00557881,2.40636523,0.00627499
0.20124990,0.00562666,2.38589999,0.00637814
0.20374990,0.00562385,2.38709286,0.00636349
0.20624990,0.00582144,2.30606979,0.00690619
0.20874990,0.00717145,2.61225631,0.01055480
0.21124990,0.00853594,2.45256695,0.01551542
0.21374990,0.00925029,2.26316789,0.01866856
0.21624990,0.00941078,2.22457179,0.01956453
0.21874990,0.00944636,2.21619457,0.01943281
0.22124990,0.01014633,2.06330413,0.02132205
0.22374990,0.01124822,1.96152266,0.02553241
0.22624990,0.01209541,1.82413402,0.02935622
0.22874990,0.01231010,1.79232082,0.03070968
0.23124990,0.01227279,1.79776865,0.03079628
0.23374990,0.01222927,1.80416747,0.03067502
0.23624990,0.01223952,1.80265664,0.03071317
0.23874990,0.01245298,1.77175645,0.03145811
0.24124990,0.01255681,1.75710653,0.03170450
0.24374990,0.01254645,1.75855635,0.03158145
0.24624990,0.01233848,1.78819868,0.03049468
0.24874990,0.01197637,1.84226467,0.02913625
0.25124990,0.01180331,1.86927560,0.02846056
0.25374990,0.01181984,1.86666208,0.02843301
0.25624990,0.01173736,1.87977859,0.02789123
0.25874990,0.01097411,2.01051762,0.02410718
0.26124990,0.00994835,2.21781882,0.02000576
0.26374990,0.00956305,2.30717549,0.01856695
0.26624990,0.00963282,2.29046673,0.01879562
0.26874990,0.00973090,2.26737903,0.01911028
0.27124990,0.00900959,2.44890581,0.01624364
0.27374990,0.00761941,2.65627381,0.01200521
0.27624990,0.00650995,1.66903534,0.00900739
0.27874990,0.00663440,1.85079015,0.00928055
0.28124990,0.00695524,1.76541405,0.01004410
0.28374990,0.00771547,1.97943283,0.01193646
0.28624990,0.00786802,1.94105347,0.01254923
0.28874990,0.00775438,1.96949882,0.01254385
0.29124990,0.00756687,2.01830470,0.01226098
0.29374990,0.00752658,2.02910806,0.01217252
0.29624990,0.00811151,1.88278763,0.01364330
0.29874990,0.00933564,2.22452373,0.01753267
0.30124990,0.01016985,2.04204988,0.02075894
0.30374990,0.01041240,1.99448219,0.02190895
0.30624990,0.01039726,1.99738640,0.02190328
0.30874990,0.01044306,1.98862654,0.02203352
0.31124990,0.01054921,1.96861618,0.02234997
0.31374990,0.01031275,2.01375486,0.02128166
0.31624990,0.01006743,2.06282582,0.02035702
0.31874990,0.00995176,2.08680176,0.01994508
0.32124990,0.00993782,2.08972895,0.01984708
0.32374990,0.00992207,2.09304535,0.01977438
0.32624990,0.00988572,2.10074317,0.01962203
0.32874990,0.01001256,2.07413024,0.02015768
0.33124990,0.00998736,2.07936283,0.02005198
0.33374990,0.00952914,2.17935157,0.01818292
0.33624990,0.00924385,2.24661163,0.01715486
0.33874990,0.00916915,2.26491462,0.01706687
0.34124990,0.00936436,2.21770148,0.01802891
0.34374990,0.00954829,2.17498161,0.01885193
0.34624990,0.00934713,2.22178879,0.01799286
0.34874990,0.00861698,2.09451957,0.01515382
0.35124990,0.00799885,1.77353660,0.01294788
0.35374990,0.00770065,1.84221505,0.01192293
0.35624990,0.00770269,1.84172623,0.01191341
0.35874990,0.00798889,1.77574642,0.01280620
0.36124990,0.00817960,1.73434442,0.01339371
0.36374990,0.00869132,1.63223160,0.01529204
