time,rms,total_fft_energy
0.02624990,0.01398986,0.03914323
0.02874990,0.01278180,0.03267488
0.03124990,0.01135715,0.02579699
0.03374990,0.00978266,0.01914010
0.03624990,0.00800434,0.01281388
0.03874990,0.00663569,0.00880647
0.04124990,0.00598114,0.00715481
0.04374990,0.00578784,0.00669982
0.04624990,0.00579454,0.00671534
0.04874990,0.00577441,0.00666876
0.05124990,0.00569024,0.00647576
0.05374990,0.00572490,0.00655489
0.05624990,0.00588138,0.00691813
0.05874990,0.00607393,0.00737853
0.06124990,0.00609213,0.00742281
0.06374990,0.00610846,0.00746266
0.06624990,0.00602578,0.00726200
0.06874990,0.00600812,0.00721949
0.07124990,0.00595896,0.00710185
0.07374990,0.00599304,0.00718332
0.07624990,0.00585062,0.00684596
0.07874990,0.00570271,0.00650417
0.08124990,0.00489934,0.00480072
0.08374990,0.00446670,0.00399027
0.08624990,0.00425989,0.00362933
0.08874990,0.00420462,0.00353576
0.09124990,0.00414551,0.00343705
0.09374990,0.00443507,0.00393397
0.09624990,0.00579151,0.00670833
0.09874990,0.00772599,0.01193817
0.10124990,0.00962401,0.01852432
0.10374990,0.01072305,0.02299675
0.10624990,0.01109139,0.02460380
0.10874990,0.01107626,0.02453670
0.11124990,0.01106473,0.02448566
0.11374990,0.01106573,0.02449008
0.11624990,0.01109581,0.02462341
0.11874990,0.01107115,0.02451407
0.12124990,0.01107216,0.02451853
0.12374990,0.01107396,0.02452654
0.12624990,0.01104422,0.02439497
0.12874990,0.01095864,0.02401835
0.13124990,0.01106925,0.02450567
0.13374990,0.01154657,0.02666465
0.13624990,0.01232435,0.03037794
0.13874990,0.01318105,0.03474803
0.14124990,0.01392487,0.03878038
0.14374990,0.01424140,0.04056350
0.14624990,0.01405135,0.03948806
0.14874990,0.01325554,0.03514189
0.15124990,0.01192290,0.02843113
0.15374990,0.01090748,0.02379462
0.15624990,0.01057828,0.02237999
0.15874990,0.01096448,0.02404395
0.16124990,0.01145210,0.02623011
0.16374990,0.01153821,0.02662608
0.16624990,0.01153205,0.02659764
0.16874990,0.01154664,0.02666496
0.17124990,0.01155829,0.02671881
0.17374990,0.01154908,0.02667625
0.17624990,0.01153038,0.02658994
0.17874990,0.01153909,0.02663012
0.18124990,0.01144240,0.02618569
0.18374990,0.01107044,0.02451091
0.18624990,0.01072245,0.02299418
0.18874990,0.01036014,0.02146648
0.19124990,0.00988248,0.01953267
0.19374990,0.00955205,0.01824835
0.19624990,0.00914290,0.01671852
0.19874990,0.00900202,0.01620727
0.20124990,0.00923174,0.01704501
0.20374990,0.00951116,0.01809243
0.20624990,0.00954952,0.01823866
0.20874990,0.00930328,0.01731019
0.21124990,0.00895870,0.01605166
0.21374990,0.00902585,0.01629318
0.21624990,0.00933687,0.01743542
0.21874990,0.00940086,0.01767524
0.22124990,0.00940473,0.01768980
0.22374990,0.00939037,0.01763579
0.22624990,0.00939071,0.01763711
0.22874990,0.00939332,0.01764688
0.23124990,0.00936318,0.01753384
0.23374990,0.00930077,0.01730087
0.23624990,0.00882744,0.01558475
0.23874990,0.00809113,0.01309327
0.24124990,0.00743598,0.01105876
