time,rms,crest_factor,total_fft_energy
0.02624990,0.00444951,2.09406623,0.00437546
0.02874990,0.00447397,2.08261675,0.00446815
0.03124990,0.00442683,2.10479220,0.00433873
0.03374990,0.00437641,2.12904257,0.00416009
0.03624990,0.00451496,2.06370798,0.00418113
0.03874990,0.00451265,2.06476611,0.00415673
0.04124990,0.00465440,2.00188384,0.00435763
0.04374990,0.00476502,1.95540776,0.00460483
0.04624990,0.00487526,1.91119398,0.00489274
0.04874990,0.00490768,1.89856769,0.00490058
0.05124990,0.00539296,1.85414705,0.00617516
0.05374990,0.00542408,1.84350894,0.00624537
0.05624990,0.00504934,1.98032556,0.00525934
0.05874990,0.00463425,2.15770479,0.00452824
0.06124990,0.00439492,2.27520351,0.00395173
0.06374990,0.00443229,2.25602058,0.00406946
0.06624990,0.00456439,2.19072502,0.00429745
0.06874990,0.00450873,2.21777217,0.00417770
0.07124990,0.00502414,2.10873506,0.00520962
0.07374990,0.00557797,1.95013059,0.00669291
0.07624990,0.00589663,1.84474205,0.00768004
0.07874990,0.00606478,1.79359610,0.00852044
0.08124990,0.00606416,1.79378007,0.00851995
0.08374990,0.00624292,1.74241561,0.00853434
0.08624990,0.00659706,1.69770680,0.00913780
0.08874990,0.00660906,1.69462481,0.00883118
0.09124990,0.00653316,1.71431200,0.00868411
0.09374990,0.00647277,1.73030551,0.00849129
0.09624990,0.00638646,1.75368920,0.00823127
0.09874990,0.00633497,1.76794451,0.00812601
0.10124990,0.00620173,1.80592816,0.00778128
0.10374990,0.00652215,1.71720461,0.00852806
0.10624990,0.00672741,1.66481137,0.00911720
0.10874990,0.00674409,1.66069397,0.00914687
0.11124990,0.00673609,1.66266557,0.00913293
0.11374990,0.00672419,1.66560839,0.00910300
0.11624990,0.00663528,1.68792818,0.00892567
0.11874990,0.00653514,1.71379332,0.00868701
0.12124990,0.00609072,1.83884049,0.00791283
0.12374990,0.00560480,1.99826308,0.00694517
0.12624990,0.00535227,2.09254626,0.00658886
0.12874990,0.00522925,2.14177193,0.00640062
0.13124990,0.00527096,2.12482439,0.00619566
0.13374990,0.00510765,2.19276302,0.00562314
0.13624990,0.00450717,2.32380039,0.00412255
0.13874990,0.00432591,2.42116938,0.00376640
0.14124990,0.00432870,2.41960869,0.00374763
0.14374990,0.00431852,2.42530999,0.00373006
0.14624990,0.00433446,2.41639168,0.00377400
0.14874990,0.00474198,2.20873110,0.00467367
0.15124990,0.00448389,2.33586127,0.00445556
0.15374990,0.00392529,2.36995336,0.00408998
0.15624990,0.00374255,2.48567809,0.00388110
0.15874990,0.00415885,2.23685715,0.00426517
0.16124990,0.00484045,2.31808865,0.00517718
0.16374990,0.00545890,2.09497666,0.00605784
0.16624990,0.00603235,1.93108845,0.00740927
0.16874990,0.00637999,1.82586369,0.00821661
