time,rms,crest_factor,total_fft_energy
0.02624990,0.00759361,1.94531307,0.01167877
0.02874990,0.00777008,1.90113240,0.01242067
0.03124990,0.00783779,1.88470818,0.01264409
0.03374990,0.00796168,1.85538161,0.01321971
0.03624990,0.00798328,1.85036175,0.01329280
0.03874990,0.00751647,1.96527693,0.01147663
0.04124990,0.00696135,2.12199404,0.00987644
0.04374990,0.00614594,1.84546229,0.00757841
0.04624990,0.00559852,1.64739037,0.00654028
0.04874990,0.00545646,1.69028215,0.00625981
0.05124990,0.00543805,1.69600295,0.00630381
0.05374990,0.00543139,1.69808253,0.00627994
0.05624990,0.00520158,1.77310582,0.00558299
0.05874990,0.00509845,1.80897131,0.00535122
0.06124990,0.00497292,1.85463405,0.00506086
0.06374990,0.00535963,2.04988770,0.00590157
0.06624990,0.00526148,2.08812547,0.00566918
0.06874990,0.00529228,2.07597465,0.00574032
0.07124990,0.00500754,2.19401638,0.00507055
0.07374990,0.00506553,2.16890097,0.00513574
0.07624990,0.00573566,2.11439577,0.00672391
0.07874990,0.00666907,2.53856164,0.00914926
0.08124990,0.00735693,2.30121020,0.01141924
0.08374990,0.00756307,2.23848909,0.01212412
0.08624990,0.00746378,2.26826725,0.01170395
0.08874990,0.00745402,2.27123672,0.01161130
0.09124990,0.00740873,2.28511891,0.01125924
0.09374990,0.00754053,2.24517845,0.01152522
0.09624990,0.00780120,2.17015859,0.01219158
0.09874990,0.00836949,2.02280472,0.01412876
0.10124990,0.00890220,1.90175832,0.01605592
0.10374990,0.00940860,1.79940097,0.01836076
0.10624990,0.00952081,1.77819367,0.01894820
0.10874990,0.00954871,1.77299717,0.01913182
0.11124990,0.00958513,1.76626044,0.01901308
0.11374990,0.00942535,1.79620320,0.01781198
0.11624990,0.00966960,1.75083074,0.01910218
0.11874990,0.00967975,1.74899592,0.01918237
0.12124990,0.00970305,1.74479560,0.01939837
0.12374990,0.00966354,1.75192919,0.01921304
0.12624990,0.00927538,1.82524554,0.01735969
0.12874990,0.00848670,1.72480526,0.01465996
0.13124990,0.00785282,1.73485823,0.01253751
0.13374990,0.00759941,1.79270911,0.01237700
0.13624990,0.00759121,1.79464433,0.01249354
0.13874990,0.00759741,1.79317947,0.01239733
0.14124990,0.00758156,1.79692809,0.01225757
0.14374990,0.00755207,1.80394526,0.01168134
0.14624990,0.00739583,1.84205361,0.01113454
0.14874990,0.00685871,1.98630864,0.00946530
0.15124990,0.00618965,2.20101536,0.00815175
0.15374990,0.00551210,2.27676256,0.00714384
0.15624990,0.00531567,2.36089363,0.00704750
0.15874990,0.00526325,2.38440930,0.00702203
0.16124990,0.00511157,2.45516199,0.00614541
0.16374990,0.00560042,2.29143172,0.00652846
0.16624990,0.00539807,2.37732863,0.00593105
0.16874990,0.00616320,2.51176302,0.00797387
0.17124990,0.00656644,2.35751760,0.00941023
0.17374990,0.00694974,2.22749325,0.01109731
0.17624990,0.00695317,2.22639418,0.01116159
0.17874990,0.00720190,2.14950347,0.01129335
0.18124990,0.00829401,2.24137163,0.01414794
0.18374990,0.00976927,2.42270708,0.01917626
0.18624990,0.01115553,2.17774614,0.02563101
0.18874990,0.01181277,2.05658123,0.02919779
0.19124990,0.01187795,2.04529487,0.02975274
0.19374990,0.01188708,2.04372421,0.02933178
0.19624990,0.01233465,1.96956597,0.03066869
0.19874990,0.01311216,1.85277681,0.03463183
0.20124990,0.01355722,1.79195436,0.03704119
0.20374990,0.01371399,1.77146970,0.03856381
0.20624990,0.01373119,1.76925080,0.03873540
0.20874990,0.01372002,1.77069091,0.03854864
0.21124990,0.01371783,1.77097352,0.03836128
0.21374990,0.01354369,1.79374404,0.03672637
0.21624990,0.01367923,1.77597007,0.03791006
0.21874990,0.01333559,1.82173568,0.03631936
0.22124990,0.01314074,1.84874749,0.03604469
