time,rms,crest_factor,total_fft_energy
0.02490572,0.12908602,2.31314894,3.77768860
0.02739629,0.13997329,2.13322972,4.74947404
0.02988686,0.15128430,1.97373538,5.72586850
0.03237743,0.16430216,1.81735401,7.27877134
0.03486800,0.16766249,1.78093009,8.04781405
0.03735858,0.16899211,1.76691783,8.74609125
0.03984915,0.17202961,1.73571970,9.71154667
0.04233972,0.17290670,1.72691505,10.37327105
0.04483029,0.17391163,1.71693623,10.71540682
0.04732086,0.17625094,1.69414802,10.40075866
0.04981143,0.18803379,1.63028086,11.92998043
0.05230201,0.20035989,1.74014133,13.46891934
0.05479258,0.20232452,1.72324408,13.86342294
0.05728315,0.33231352,3.55699677,25.21085118
0.05977372,0.33873155,3.48960144,25.01804833
0.06226429,0.61064251,3.72400921,80.47672964
0.06475486,0.70182532,3.24017710,102.53743595
0.06724544,1.02984716,3.27720381,242.87743856
0.06973601,1.09657000,3.07779625,275.41450253
0.07222658,1.19534610,2.82346598,353.42658185
0.07471715,1.23889832,2.72420989,371.16193650
0.07720772,1.23791612,2.72637136,372.86706856
0.07969829,1.31474331,2.56705550,412.10340723
0.08218887,1.33035132,2.53693818,410.10674811
0.08467944,1.35879348,2.48383517,428.37478365
0.08717001,1.39137994,2.42566315,429.76702756
0.08966058,1.39071457,2.42682367,428.66913366
0.09215115,1.41583944,2.38375832,430.49345186
0.09464172,1.42611179,2.36658800,439.17324501
0.09713230,1.57286606,2.14577651,504.84813716
0.09962287,1.76626924,2.04211909,660.86262940
0.10211344,1.80655257,1.99658298,685.87848171
0.10460401,1.86052518,1.93866343,749.99634383
0.10709458,1.87155468,1.92723844,758.73704647
0.10958515,1.92940625,1.86945188,778.47220704
0.11207573,1.96867057,1.83216643,810.60244016
0.11456630,1.94770386,1.85188940,802.43838327
0.11705687,1.85478390,1.94466436,744.35563594
0.11954744,1.81655701,1.98558708,744.39057106
0.12203801,1.75369346,2.05676318,716.77126204
0.12452858,1.83739067,1.96307307,723.32432543
0.12701916,1.99563519,1.80741057,816.67940757
0.12950973,1.96553620,1.83508812,777.54356725
0.13200030,1.95647510,1.84358703,766.53357137
0.13449087,1.96102341,1.83931111,770.30736442
0.13698144,1.99554391,1.80749324,799.31773716
0.13947201,2.01628496,1.78889998,819.83143359
0.14196259,1.99903789,1.80433405,804.04196557
0.14445316,2.00217980,1.80150261,802.17634987
0.14694373,1.95943804,1.84079928,791.38478852
0.14943430,1.91420680,1.82044821,795.01047297
0.15192487,1.93310349,1.80265276,861.41038520
0.15441544,1.88295837,1.85065926,858.59565956
0.15690602,1.86767847,1.86579992,809.70944512
0.15939659,1.85628651,1.87725026,748.02084545
0.16188716,1.79365079,1.94280535,666.41486408
0.16437773,1.81836245,1.91640250,667.68291264
0.16686830,1.78006322,1.95763516,643.05503042
0.16935887,1.78594525,1.95118767,645.47807745
0.17184945,1.78606697,1.95105469,643.00966519
0.17434002,1.66703379,2.09036815,559.50066063
0.17683059,1.47411486,2.09152078,439.44993916
0.17932116,1.44685714,2.13092348,427.67614765
0.18181173,1.44335525,2.13609357,427.46180328
0.18430230,1.40986160,2.18684008,403.92489637
0.18679288,1.32694249,2.32349320,353.39485032
0.18928345,1.29525529,2.38033528,335.64184256
0.19177402,1.29481883,2.38113764,335.38410132
0.19426459,1.27888753,2.41079985,327.39590312
0.19675516,1.16786764,2.63997541,277.97559264
0.19924573,0.94277192,2.23858189,196.13367238
0.20173631,0.81640248,2.34335404,166.27003641
0.20422688,0.81176401,2.35674413,167.40315854
0.20671745,0.77927088,2.45501289,147.66206567
0.20920802,0.65294717,2.92997678,99.25485369
0.21169859,0.49467262,3.22345255,54.02639058
0.21418917,0.34299694,3.65061020,24.85608142
0.21667974,0.19842201,3.44096539,8.02515035
0.21917031,0.13911736,2.53980527,4.27653918
0.22166088,0.12627539,2.03158831,4.17934499
0.22415145,0.13879343,1.85742605,5.23867124
0.22664202,0.13956468,1.84716169,5.30298533
0.22913260,0.13903157,1.85424458,5.24777715
0.23162317,0.13994048,1.84220129,5.40141108
0.23411374,0.13817236,1.86577503,5.41487862
0.23660431,0.13800206,1.86807741,5.41912214
0.23909488,0.13861888,1.85976492,5.23758117
0.24158545,0.13614425,1.89356901,4.83006704
0.24407603,0.13267745,1.94304702,4.51091115
0.24656660,0.13307776,1.93720217,4.59727166
0.24905717,0.13238204,1.94738290,4.67094938
0.25154774,0.13123615,1.96438659,4.68015010
0.25403831,0.13382816,1.92633989,4.57633523
0.25652888,0.13014587,1.98084302,3.95516169
0.25901946,0.12814026,2.01184645,3.62578348
0.26151003,0.12271183,2.10084499,3.23579570
0.26400060,0.12240189,2.10616469,3.19273651
0.26649117,0.12260493,2.10267674,3.20807203
0.26898174,0.10883486,2.36871286,2.45636704
0.27147231,0.09828676,2.62292225,1.93698788
0.27396289,0.08459499,1.97048599,1.55556617
0.27645346,0.08028104,1.80044634,1.52685664
0.27894403,0.07935664,1.82141921,1.50975087
0.28143460,0.08332790,1.73461360,1.60006482
0.28392517,0.08360712,1.72882062,1.54493736
0.28641574,0.08286523,1.74429863,1.50423869
0.28890632,0.09016261,1.95561032,1.81916896
0.29139689,0.09217689,1.91287557,1.92052189
0.29388746,0.09137430,1.92967746,1.96414998
0.29637803,0.09245797,1.90706043,1.98578978
0.29886860,0.09296171,1.89672643,1.97603427
0.30135917,0.09418183,1.87215444,1.97044733
0.30384975,0.09129902,1.93126849,1.73618910
0.30634032,0.08630466,2.04302913,1.54150937
0.30883089,0.08795951,2.00459200,1.55074701
0.31132146,0.08806286,2.00223931,1.55643845
0.31381203,0.08807035,2.00206909,1.55683255
0.31630260,0.09918244,2.13816816,2.00644617
0.31879318,0.09871621,2.14826645,1.98801802
0.32128375,0.11039807,2.25257305,2.54781310
0.32377432,0.11750433,2.11634526,2.87744074
0.32626489,0.12155663,2.04579325,3.11855963
0.32875546,0.14703532,2.56870966,4.76320063
0.33124603,0.15988447,2.36227477,6.10460694
0.33373661,0.20477543,2.80752645,9.09680483
0.33622718,0.22092412,2.60230722,9.95991051
0.33871775,0.30055067,3.08832990,19.45809097
0.34120832,0.32823354,2.82786343,22.80387408
0.34369889,0.33044727,2.80891898,23.57668071
0.34618946,0.33009693,2.81190018,23.48554554
0.34868004,0.33454392,2.77452241,24.64125573
0.35117061,0.34531865,2.68795101,26.28583855
0.35366118,0.35836718,2.59007987,29.33670117
0.35615175,0.37693819,2.46247164,32.70534185
0.35864232,0.51111592,3.02931458,53.11936457
0.36113289,0.55538576,2.78784768,61.73317797
0.36362347,0.65556207,2.37601277,87.81191814
0.36611404,0.66582786,2.33937919,90.70202226
0.36860461,0.67299251,2.31447426,93.95170388
0.37109518,0.69257978,2.24901720,99.47018005
0.37358575,0.69191031,2.25119327,98.03176767
0.37607632,0.78604735,2.13467964,131.52183614
0.37856690,0.79589694,2.10826200,132.82072867
0.38105747,0.79284977,2.11636473,133.41018898
0.38354804,0.86249613,1.94546876,162.78879518
0.38603861,0.93715444,1.79359006,182.57616439
0.38852918,0.93320383,1.80118302,193.23771447
0.39101975,0.92696516,1.81330536,190.63519234
0.39351033,1.05864919,2.16629709,229.14972587
0.39600090,1.11525175,2.05635066,257.80983844
0.39849147,1.11702597,2.05308447,258.06037254
0.40098204,1.11942009,2.04869350,256.22418851
0.40347261,1.13045545,2.02869443,267.99146128
0.40596318,1.12635284,2.03608370,264.90078227
0.40845376,1.07792334,2.12756194,234.09453048
0.41094433,1.05875935,2.16607171,228.55330483
0.41343490,1.00616261,2.27930221,205.86876907
0.41592547,0.99887889,2.29592266,204.46537686
0.41841604,0.99436585,2.30634295,203.84183005
0.42090662,0.98113839,2.33743649,195.38513800
0.42339719,0.98157272,2.33640220,194.65545778
0.42588776,0.91513134,2.50603227,169.83890983
0.42837833,0.90470615,2.53491002,165.13346133
0.43086890,0.90522205,2.53346533,165.63548450
0.43335947,0.82942826,2.76497534,141.73727319
0.43585005,0.73955735,3.10097477,111.97099323
0.43834062,0.71502280,3.20737840,108.18679630
0.44083119,0.71113309,3.22492188,106.93102728
0.44332176,0.49314406,3.18207247,48.71683948
0.44581233,0.34736243,2.38350467,25.76896056
0.44830290,0.33822301,2.44791140,24.47858455
0.45079348,0.31844248,2.59996709,20.87873197
0.45328405,0.25978793,2.09124910,14.57040857
0.45577462,0.25367949,2.14160505,13.75510905
0.45826519,0.22742147,2.38887414,10.75751017
0.46075576,0.21333999,2.54655144,10.17458645
0.46324633,0.18484453,2.93912542,7.96565456
0.46573691,0.18281958,2.97167988,7.36009445
0.46822748,0.18244124,2.97784253,7.33953265
0.47071805,0.17299771,3.14039566,6.40974500
0.47320862,0.16753978,3.24270013,5.98810257
0.47569919,0.11650703,2.34805016,2.75342381
0.47818976,0.09923280,1.69687395,2.00250127
0.48068034,0.09804447,1.71744068,1.95930090
0.48317091,0.09740902,1.72864438,1.99657575
0.48566148,0.09724684,1.73152720,1.98906056
0.48815205,0.09729771,1.73062202,1.99681367
0.49064262,0.09429300,1.78576949,1.86671651
0.49313319,0.09276678,1.81514925,1.74306977
0.49562377,0.09194839,1.83130504,1.77263224
0.49811434,0.08780624,1.91769452,1.60479543
0.50060491,0.08977981,1.87553926,1.63419573
0.50309548,0.08861841,1.90011935,1.62057906
0.50558605,0.08022378,2.05201925,1.31628681
0.50807662,0.07931286,2.07558674,1.29294905
0.51056720,0.08264759,1.99183937,1.40320057
0.51305777,0.07410913,1.60415681,1.10108025
0.51554834,0.07438750,1.59815391,1.10893405
0.51803891,0.07273139,1.63454419,1.06092199
0.52052948,0.07221850,1.64615261,1.05622404
0.52302005,0.06936788,1.71380010,0.97558902
0.52551063,0.06796595,1.74915041,0.94613356
0.52800120,0.06785539,1.75200040,0.94241021
0.53049177,0.06483793,1.71589146,0.85208321
0.53298234,0.06537330,1.70183915,0.86631221
0.53547291,0.06363745,1.74826059,0.81113802
0.53796348,0.06728160,1.65357021,0.91506405
0.54045406,0.07048867,1.57833653,1.00323935
0.54294463,0.07199138,1.54539127,1.05248525
0.54543520,0.07041691,1.57994515,1.02519481
0.54792577,0.07377783,1.50797126,1.10812138
0.55041634,0.07916924,1.94909940,1.29630798
0.55290691,0.07829918,1.97075777,1.27312534
0.55539749,0.07848894,1.96599324,1.27059986
0.55788806,0.07759168,1.98872777,1.24008605
0.56037863,0.07379430,2.09106562,1.19614564
0.56286920,0.07467455,2.06641651,1.22755433
0.56535977,0.07449995,2.07125929,1.22066098
0.56785034,0.07474723,2.06440719,1.27305154
0.57034092,0.07290409,2.11659894,1.17125533
0.57283149,0.07299122,2.11407223,1.13949400
0.57532206,0.07293737,2.11563326,1.17710449
0.57781263,0.07485691,2.06138257,1.21855980
0.58030320,0.07343348,2.10134002,1.15629177
0.58279377,0.07263107,2.12455533,1.16690672
0.58528435,0.07359498,2.09672899,1.17294398
0.58777492,0.07317265,2.10883060,1.15806812
0.59026549,0.07306631,2.11189976,1.15561241
0.59275606,0.07049026,2.18907855,1.05980644
0.59524663,0.06896788,2.23739986,0.98847508
0.59773720,0.06531118,2.36266924,0.92194518
0.60022778,0.05545827,1.94579154,0.66026361
0.60271835,0.05673025,1.90216383,0.72506641
0.60520892,0.06275613,1.95169604,0.87942284
0.60769949,0.06573582,1.86322912,0.98367541
0.61019006,0.07282501,1.96730171,1.24526022
0.61268063,0.07663972,1.86938022,1.40686106
0.61517121,0.07343909,1.95085164,1.37493506
0.61766178,0.07164176,1.99979406,1.26626753
0.62015235,0.07205549,1.98831179,1.29768612
0.62264292,0.07207525,1.98776649,1.29788205
0.62513349,0.07299460,1.96273105,1.30348868
0.62762407,0.07215501,1.98556920,1.38014357
0.63011464,0.07184766,1.99406303,1.38013819
0.63260521,0.07069180,2.02666761,1.30462001
0.63509578,0.07086914,2.02159608,1.23610022
0.63758635,0.07469210,1.91812493,1.21649146
0.64007692,0.08875484,2.70442704,1.60871649
0.64256750,0.10536524,2.41462515,2.23725369
0.64505807,0.12386581,2.35246100,3.22228830
0.64754864,0.13471343,2.16303216,3.88714984
0.65003921,0.14304872,2.03699468,4.56337408
0.65252978,0.15306517,1.90369558,5.45750425
0.65502035,0.16346888,1.78253798,5.94916700
0.65751093,0.16324926,1.78493598,5.94374554
0.66000150,0.16007654,1.82031352,5.88723955
0.66249207,0.15784825,1.84601017,5.93686142
0.66498264,0.15834342,1.84023736,6.03749432
0.66747321,0.15842084,1.83933813,5.99622308
0.66996378,0.16154541,1.80376206,6.06814273
0.67245436,0.16118155,1.80783400,5.97231462
