time,rms,total_fft_energy
0.02624990,0.01414091,0.03999307
0.02874990,0.01188808,0.02826531
0.03124990,0.00983090,0.01932930
0.03374990,0.00839175,0.01408430
0.03624990,0.00764451,0.01168771
0.03874990,0.00741686,0.01100195
0.04124990,0.00737246,0.01087062
0.04374990,0.00735347,0.01081469
0.04624990,0.00728075,0.01060188
0.04874990,0.00704501,0.00992644
0.05124990,0.00672034,0.00903260
0.05374990,0.00631268,0.00796998
0.05624990,0.00558136,0.00623031
0.05874990,0.00522012,0.00544994
0.06124990,0.00491087,0.00482333
0.06374990,0.00514395,0.00529204
0.06624990,0.00503718,0.00507464
0.06874990,0.00507396,0.00514901
0.07124990,0.00502922,0.00505861
0.07374990,0.00517637,0.00535897
0.07624990,0.00567464,0.00644030
0.07874990,0.00594218,0.00706191
0.08124990,0.00608307,0.00740074
0.08374990,0.00587663,0.00690695
0.08624990,0.00570453,0.00650832
0.08874990,0.00586265,0.00687413
0.09124990,0.00602273,0.00725466
0.09374990,0.00642979,0.00826844
0.09624990,0.00688468,0.00947976
0.09874990,0.00753380,0.01135163
0.10124990,0.00799498,0.01278395
0.10374990,0.00833189,0.01388408
0.10624990,0.00835757,0.01396981
0.10874990,0.00833395,0.01389095
0.11124990,0.00849630,0.01443741
0.11374990,0.00844712,0.01427078
0.11624990,0.00873430,0.01525762
0.11874990,0.00876612,0.01536899
0.12124990,0.00875898,0.01534393
0.12374990,0.00867254,0.01504259
0.12624990,0.00833558,0.01389638
0.12874990,0.00783585,0.01228012
0.13124990,0.00759571,0.01153896
0.13374990,0.00761427,0.01159543
0.13624990,0.00759811,0.01154624
0.13874990,0.00748606,0.01120821
0.14124990,0.00731741,0.01070891
0.14374990,0.00709073,0.01005568
0.14624990,0.00675921,0.00913738
0.14874990,0.00611728,0.00748421
0.15124990,0.00551920,0.00609231
0.15374990,0.00506673,0.00513435
0.15624990,0.00502482,0.00504977
0.15874990,0.00506394,0.00512869
0.16124990,0.00469604,0.00441056
0.16374990,0.00490210,0.00480612
0.16624990,0.00446455,0.00398644
0.16874990,0.00483679,0.00467891
0.17124990,0.00493942,0.00487956
0.17374990,0.00501470,0.00502943
0.17624990,0.00511981,0.00524249
0.17874990,0.00578767,0.00669942
0.18124990,0.00718074,0.01031259
0.18374990,0.00850540,0.01446836
0.18624990,0.00943938,0.01782037
0.18874990,0.00967113,0.01870615
0.19124990,0.00966689,0.01868976
0.19374990,0.00995265,0.01981106
0.19624990,0.01076629,0.02318258
0.19874990,0.01170283,0.02739126
0.20124990,0.01212040,0.02938080
0.20374990,0.01223051,0.02991707
0.20624990,0.01223111,0.02992002
0.20874990,0.01221707,0.02985135
0.21124990,0.01222822,0.02990588
0.21374990,0.01209895,0.02927690
0.21624990,0.01220830,0.02980850
0.21874990,0.01200804,0.02883859
0.22124990,0.01196953,0.02865391
0.22374990,0.01212649,0.02941034
0.22624990,0.01239313,0.03071795
0.22874990,0.01230150,0.03026538
0.23124990,0.01158179,0.02682759
0.23374990,0.01064526,0.02266431
0.23624990,0.00981823,0.01927953
0.23874990,0.00957169,0.01832346
0.24124990,0.00957436,0.01833367
0.24374990,0.00921002,0.01696490
0.24624990,0.00815692,0.01330705
0.24874990,0.00675364,0.00912234
0.25124990,0.00603455,0.00728315
0.25374990,0.00581192,0.00675568
0.25624990,0.00585838,0.00686412
0.25874990,0.00585723,0.00686142
0.26124990,0.00573926,0.00658783
0.26374990,0.00556565,0.00619529
0.26624990,0.00510858,0.00521952
0.26874990,0.00525310,0.00551901
0.27124990,0.00537851,0.00578568
0.27374990,0.00550285,0.00605627
0.27624990,0.00541666,0.00586804
0.27874990,0.00537472,0.00577753
0.28124990,0.00547783,0.00600134
0.28374990,0.00540344,0.00583943
0.28624990,0.00562051,0.00631802
0.28874990,0.00625861,0.00783403
0.29124990,0.00705528,0.00995540
0.29374990,0.00755679,0.01142101
0.29624990,0.00809403,0.01310266
0.29874990,0.00828451,0.01372663
0.30124990,0.00827698,0.01370167
0.30374990,0.00826939,0.01367655
0.30624990,0.00826585,0.01366487
0.30874990,0.00833031,0.01387881
0.31124990,0.00837631,0.01403250
0.31374990,0.00851872,0.01451371
0.31624990,0.00862750,0.01488675
0.31874990,0.00869056,0.01510515
0.32124990,0.00873570,0.01526250
0.32374990,0.00839727,0.01410283
0.32624990,0.00801039,0.01283326
0.32874990,0.00775605,0.01203127
0.33124990,0.00765543,0.01172112
0.33374990,0.00768551,0.01181340
0.33624990,0.00755573,0.01141781
0.33874990,0.00710989,0.01011010
0.34124990,0.00644679,0.00831223
0.34374990,0.00602060,0.00724953
0.34624990,0.00544688,0.00593370
0.34874990,0.00543959,0.00591783
0.35124990,0.00562951,0.00633828
0.35374990,0.00576530,0.00664773
0.35624990,0.00578119,0.00668442
0.35874990,0.00568520,0.00646430
0.36124990,0.00563803,0.00635747
0.36374990,0.00546447,0.00597208
0.36624990,0.00527420,0.00556343
0.36874990,0.00498079,0.00496165
0.37124990,0.00497947,0.00495902
0.37374990,0.00566029,0.00640777
0.37624990,0.00609479,0.00742930
0.37874990,0.00671227,0.00901091
0.38124990,0.00715345,0.01023437
0.38374990,0.00723848,0.01047911
0.38624990,0.00724847,0.01050805
0.38874990,0.00761542,0.01159891
0.39124990,0.00875669,0.01533592
0.39374990,0.00926332,0.01716184
0.39624990,0.00938724,0.01762406
0.39874990,0.00915795,0.01677361
0.40124990,0.00912401,0.01664952
0.40374990,0.00928345,0.01723650
0.40624990,0.00954707,0.01822932
0.40874990,0.00999227,0.01996910
0.41124990,0.01028995,0.02117661
0.41374990,0.01038186,0.02155659
0.41624990,0.01037601,0.02153233
0.41874990,0.01040703,0.02166125
0.42124990,0.01042100,0.02171945
0.42374990,0.01031693,0.02128780
0.42624990,0.01045221,0.02184972
0.42874990,0.01043405,0.02177387
0.43124990,0.01067436,0.02278840
0.43374990,0.01088873,0.02371288
0.43624990,0.01089527,0.02374138
0.43874990,0.01059440,0.02244828
0.44124990,0.00968960,0.01877768
0.44374990,0.00931220,0.01734342
0.44624990,0.00918568,0.01687534
0.44874990,0.00921282,0.01697520
0.45124990,0.00910860,0.01659332
0.45374990,0.00882287,0.01556861
0.45624990,0.00851963,0.01451682
0.45874990,0.00806029,0.01299366
0.46124990,0.00770855,0.01188433
0.46374990,0.00756460,0.01144464
0.46624990,0.00759698,0.01154281
0.46874990,0.00770736,0.01188069
0.47124990,0.00773883,0.01197789
0.47374990,0.00765077,0.01170684
0.47624990,0.00719089,0.01034179
0.47874990,0.00658756,0.00867919
0.48124990,0.00560083,0.00627385
0.48374990,0.00508509,0.00517163
0.48624990,0.00508028,0.00516185
0.48874990,0.00550753,0.00606658
0.49124990,0.00599259,0.00718224
0.49374990,0.00652563,0.00851676
0.49624990,0.00684732,0.00937717
0.49874990,0.00713490,0.01018137
0.50124990,0.00722897,0.01045160
0.50374990,0.00723056,0.01045619
0.50624990,0.00720774,0.01039029
0.50874990,0.00713321,0.01017653
0.51124990,0.00707917,0.01002292
0.51374990,0.00704292,0.00992054
0.51624990,0.00704648,0.00993058
0.51874990,0.00690155,0.00952629
0.52124990,0.00667901,0.00892184
0.52374990,0.00664891,0.00884161
0.52624990,0.00684102,0.00935992
0.52874990,0.00715078,0.01022672
0.53124990,0.00750662,0.01126986
0.53374990,0.00759035,0.01152269
0.53624990,0.00766319,0.01174489
0.53874990,0.00739532,0.01093816
0.54124990,0.00685540,0.00939931
0.54374990,0.00600604,0.00721450
0.54624990,0.00556120,0.00618540
0.54874990,0.00515325,0.00531120
0.55124990,0.00501146,0.00502295
0.55374990,0.00503165,0.00506349
0.55624990,0.00510088,0.00520379
0.55874990,0.00510527,0.00521276
0.56124990,0.00514858,0.00530157
0.56374990,0.00534847,0.00572123
0.56624990,0.00571608,0.00653472
0.56874990,0.00584728,0.00683814
0.57124990,0.00585078,0.00684632
0.57374990,0.00578483,0.00669286
0.57624990,0.00588726,0.00693196
0.57874990,0.00579896,0.00672559
0.58124990,0.00572087,0.00654568
0.58374990,0.00568448,0.00646266
0.58624990,0.00577058,0.00665991
0.58874990,0.00590157,0.00696570
