time,rms,total_fft_energy
0.02624990,0.01272468,0.03238347
0.02874990,0.01119197,0.02505204
0.03124990,0.00998774,0.01995099
0.03374990,0.00899134,0.01616883
0.03624990,0.00775313,0.01202220
0.03874990,0.00672743,0.00905165
0.04124990,0.00613124,0.00751841
0.04374990,0.00635082,0.00806657
0.04624990,0.00657187,0.00863790
0.04874990,0.00660783,0.00873270
0.05124990,0.00643330,0.00827748
0.05374990,0.00629604,0.00792803
0.05624990,0.00626735,0.00785594
0.05874990,0.00637017,0.00811581
0.06124990,0.00649986,0.00844963
0.06374990,0.00642531,0.00825692
0.06624990,0.00656508,0.00862006
0.06874990,0.00649637,0.00844055
0.07124990,0.00654119,0.00855744
0.07374990,0.00645620,0.00833651
0.07624990,0.00631125,0.00796637
0.07874990,0.00592982,0.00703255
0.08124990,0.00544520,0.00593005
0.08374990,0.00504124,0.00508283
0.08624990,0.00503822,0.00507674
0.08874990,0.00501150,0.00502302
0.09124990,0.00466772,0.00435751
0.09374990,0.00401973,0.00323165
0.09624990,0.00385185,0.00296734
0.09874990,0.00404705,0.00327571
0.10124990,0.00412611,0.00340496
0.10374990,0.00412353,0.00340070
0.10624990,0.00424755,0.00360834
0.10874990,0.00445339,0.00396654
0.11124990,0.00427210,0.00365017
0.11374990,0.00398015,0.00316832
0.11624990,0.00370452,0.00274469
0.11874990,0.00397322,0.00315730
0.12124990,0.00417727,0.00348992
0.12374990,0.00436229,0.00380592
0.12624990,0.00439067,0.00385559
0.12874990,0.00440878,0.00388747
0.13124990,0.00460270,0.00423697
0.13374990,0.00527233,0.00555949
0.13624990,0.00555950,0.00618161
0.13874990,0.00575688,0.00662833
0.14124990,0.00573466,0.00657726
0.14374990,0.00565983,0.00640673
0.14624990,0.00551759,0.00608876
0.14874990,0.00528997,0.00559675
0.15124990,0.00522179,0.00545341
0.15374990,0.00522899,0.00546846
0.15624990,0.00512906,0.00526146
0.15874990,0.00482265,0.00465159
0.16124990,0.00491393,0.00482935
0.16374990,0.00510345,0.00520904
0.16624990,0.00546424,0.00597159
0.16874990,0.00552167,0.00609777
0.17124990,0.00573007,0.00656675
0.17374990,0.00567506,0.00644126
0.17624990,0.00565854,0.00640382
0.17874990,0.00566773,0.00642463
0.18124990,0.00569944,0.00649673
0.18374990,0.00539274,0.00581633
0.18624990,0.00532752,0.00567650
0.18874990,0.00528645,0.00558931
0.19124990,0.00539210,0.00581496
0.19374990,0.00540619,0.00584537
0.19624990,0.00541439,0.00586312
0.19874990,0.00541955,0.00587431
0.20124990,0.00542294,0.00588166
0.20374990,0.00541787,0.00587065
0.20624990,0.00541460,0.00586359
0.20874990,0.00541108,0.00585596
0.21124990,0.00531231,0.00564412
0.21374990,0.00528230,0.00558055
0.21624990,0.00506203,0.00512482
0.21874990,0.00487390,0.00475099
0.22124990,0.00442796,0.00392137
0.22374990,0.00435352,0.00379063
0.22624990,0.00433537,0.00375908
0.22874990,0.00431887,0.00373052
0.23124990,0.00407611,0.00332294
0.23374990,0.00402218,0.00323558
0.23624990,0.00396867,0.00315006
0.23874990,0.00392410,0.00307971
0.24124990,0.00390029,0.00304246
0.24374990,0.00389310,0.00303125
0.24624990,0.00408206,0.00333264
0.24874990,0.00435599,0.00379493
0.25124990,0.00470009,0.00441817
0.25374990,0.00510572,0.00521368
0.25624990,0.00597519,0.00714058
0.25874990,0.00676130,0.00914304
0.26124990,0.00728972,0.01062802
0.26374990,0.00732784,0.01073944
0.26624990,0.00718540,0.01032600
