time,x,y,z
15.8162499,-0.5219359993934631,-0.2873041927814483,9.861717224121094
15.8187499,-0.3854664862155914,-0.3184288144111633,9.828198432922363
15.8212499,-0.4525041282176971,-0.3567360639572143,9.770736694335938
15.8237499,-0.5267243981361389,-0.3280056416988373,9.763554573059082
15.8262499,-0.5817909836769104,-0.3112462162971496,9.830592155456545
15.8287499,-0.395043283700943,-0.2226607650518417,9.92636013031006
15.8312499,-0.2873041927814483,-0.2944868206977844,9.84256362915039
15.8337499,-0.3926490843296051,-0.3758896589279175,9.84256362915039
15.8362499,-0.4955997467041015,-0.3232172429561615,9.792284965515137
15.8387499,-0.4620809257030487,-0.2825157940387726,9.799467086791992
15.8412499,-0.3303998410701751,-0.2442085742950439,9.81143856048584
15.8437499,-0.3208230137825012,-0.3184288144111633,9.770736694335938
15.8462499,-0.4620809257030487,-0.363918662071228,9.78989028930664
15.8487499,-0.6272808313369751,-0.3806780576705932,9.852140426635742
15.8512499,-0.5530605912208557,-0.3232172429561615,9.828198432922363
15.8537499,-0.3854664862155914,-0.3447650372982025,9.821015357971191
15.8562499,-0.4644751250743866,-0.2011129409074783,9.706093788146973
15.8587499,-0.4740519225597381,-0.3687070608139038,9.952696800231934
15.8612499,-0.6991068720817566,-0.2130839526653289,9.885659217834473
15.8637499,-0.3543418645858764,-1.2976573705673218,10.160991668701172
15.8662499,-0.1436520963907241,-0.0478840321302413,9.90241813659668
15.8687499,-0.3591302633285522,-1.8363527059555051,9.435548782348633
15.8712499,-0.5530605912208557,0.5530605912208557,10.457873344421388
15.8737499,-0.6416460275650024,-0.2489969730377197,9.895236015319824
15.8762499,-0.7398083209991455,0.1101332753896713,9.84495735168457
15.8787499,-0.969651699066162,0.2202665507793426,10.78587818145752
15.8812499,-0.6009446382522583,-0.2801215946674347,8.528146743774414
15.8837499,-1.37906014919281,-0.181959331035614,10.54406452178955
15.8862499,-0.9313444495201112,0.3447650372982025,8.085219383239746
15.8887499,-0.3351882398128509,-1.2473790645599363,11.209651947021484
15.8912499,-0.2561795711517334,1.3982137441635132,9.263166427612305
15.8937499,-0.2585737705230713,-1.6041151285171509,11.228805541992188
15.8962499,-0.5841852426528931,0.8786720037460327,11.015722274780272
15.8987499,-0.5363011956214905,-0.5386953949928284,10.38844108581543
15.9012499,-0.7948749661445618,-0.9193734526634216,10.290278434753418
15.9037499,-0.0550666376948356,-0.1053448766469955,9.375694274902344
15.9062499,-1.8842366933822632,-1.5634137392044067,8.564059257507324
15.9087499,-0.7326257228851318,0.0502782352268695,9.794678688049316
15.9112499,-1.3024457693099976,-0.6320692300796509,9.512163162231444
15.9137499,0.1628057211637497,-0.2322375625371933,9.04290008544922
15.9162499,1.3263877630233765,0.9481038451194764,8.667010307312012
15.9187499,1.6903064250946045,-1.6112977266311646,4.4532151222229
15.9212499,-0.6105214357376099,-3.567360639572144,9.864110946655272
15.9237499,-0.6799532771110535,-1.9321208000183103,7.137115478515625
15.9262499,-1.0630255937576294,-5.942408561706543,11.164162635803224
15.9287499,-0.3184288144111633,1.460463047027588,7.364564418792725
15.9312499,1.9297266006469729,-1.039083480834961,4.2951979637146
15.9337499,1.6711528301239014,4.764461517333984,1.7764976024627686
15.9362499,0.3423708379268646,1.721431016921997,2.647987127304077
15.9387499,-1.2713210582733154,3.84269380569458,1.98958158493042
15.9412499,-3.129221677780152,-2.482787132263184,10.72841739654541
15.9437499,-2.5737667083740234,0.7589619159698486,8.40843677520752
15.9462499,-1.5394717454910278,-3.263296842575073,16.82884407043457
15.9487499,-0.4525041282176971,-0.629675030708313,14.238317489624023
15.9512499,0.0550666376948356,0.1987187415361404,14.346056938171388
15.9537499,-0.272938996553421,-0.0407014302909374,12.375628471374512
