# Time (seconds),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0024999,1.9716250896453857,-0.18914192914962769,9.88625717163086,17.15087890625,26.2451171875,-13.702392578125
0.0074999,1.9716250896453857,-0.18914192914962769,9.88625717163086,17.15087890625,26.2451171875,-13.702392578125
0.012499900000000001,-0.7332242727279663,0.08559270948171616,9.548674583435059,-5.0048828125,-5.157470703125,-35.308837890625
0.0174999,-1.7369933128356934,-0.14484919607639313,9.571419715881348,-17.4560546875,-15.899658203125,-18.829345703125
0.0224999,-2.1924901008605957,-0.5913678407669067,9.264962196350098,-22.369384765625,-24.0478515625,-8.056640625
0.0274999,-2.5737667083740234,-0.4770447015762329,9.601346969604492,-10.162353515625,-32.012939453125,20.111083984375
0.0324999,-2.2212207317352295,-0.618302583694458,9.516951560974121,-18.768310546875,-42.144775390625,32.135009765625
0.0374999,-1.2653355598449707,-0.751779317855835,9.708487510681152,-13.336181640625,-34.24072265625,15.533447265625
0.0424999,-0.17477671802043915,-1.0618284940719604,9.873088836669922,2.105712890625,-20.5078125,23.529052734375
0.0474999,0.8738836050033569,-1.4311341047286987,9.86889934539795,7.415771484375,-8.331298828125,33.294677734375
0.0524999,1.4185645580291748,-1.4646528959274292,9.898826599121094,17.486572265625,7.354736328125,45.95947265625
0.0574999,1.5771803855895996,-0.4728548228740692,9.893440246582031,7.476806640625,8.453369140625,28.411865234375
0.0624999,1.6861165761947632,-0.0011971008498221636,9.919178009033203,0.885009765625,3.662109375,4.608154296875
0.0674999,1.954267144203186,-0.07661445438861847,9.879075050354004,3.41796875,10.498046875,-16.90673828125
0.0724999,2.214038133621216,-0.19393034279346466,9.825204849243164,17.974853515625,30.487060546875,-16.4794921875
0.0774999,2.095525026321411,-0.18614917993545532,9.838972091674805,13.0615234375,34.942626953125,-14.129638671875
0.0824999,1.5759832859039307,-0.13706804811954498,9.909002304077148,1.5869140625,29.296875,-24.47509765625
0.0874999,0.7601590156555176,0.3621230125427246,9.819818496704102,-2.410888671875,20.294189453125,-33.538818359375
0.0924999,-0.166995570063591,0.19871874153614044,9.77791976928711,-4.241943359375,5.157470703125,-31.31103515625
0.0974999,-0.9672574996948242,0.4554968774318695,9.440337181091309,-4.302978515625,-4.486083984375,-23.62060546875
0.1024999,-1.7717092037200928,-0.24001872539520264,9.493608474731445,-22.491455078125,-16.937255859375,-10.8642578125
0.1074999,-1.9488801956176758,-0.27712884545326233,9.206902503967285,-16.29638671875,-17.486572265625,-6.7138671875
0.1124999,-2.1811177730560303,-0.6446388363838196,9.491812705993652,-9.521484375,-30.1513671875,28.228759765625
0.1174999,-0.6919242739677429,-1.3108254671096802,9.692327499389648,-5.157470703125,-23.712158203125,15.93017578125
0.1224999,0.24420857429504395,-1.5197194814682007,9.856928825378418,5.4931640625,-15.411376953125,25.634765625
0.1274999,1.035492181777954,-1.5568296909332275,9.928754806518555,12.176513671875,-5.340576171875,27.099609375
0.1324999,1.4616601467132568,-1.367687702178955,9.967061996459961,13.427734375,6.04248046875,25.665283203125
0.1374999,1.6412252187728882,-0.7870938181877136,9.989208221435547,11.1083984375,11.90185546875,21.270751953125
0.1424999,1.7046716213226318,-0.10893617570400238,9.996390342712402,5.401611328125,8.60595703125,4.08935546875
0.1474999,1.7836803197860718,0.13706804811954498,9.990405082702637,2.3193359375,10.101318359375,-15.655517578125
0.1524999,1.8399440050125122,-0.15562310814857483,9.928754806518555,12.5732421875,24.4140625,-12.542724609375
0.1574999,1.8465280532836914,-0.13527239859104156,9.87967300415039,20.32470703125,33.050537109375,-14.373779296875
0.1624999,1.5047557353973389,-0.19393034279346466,9.90241813659668,9.857177734375,32.135009765625,-20.93505859375
0.1674999,0.9792284965515137,0.10295066982507706,9.853935241699219,-0.48828125,26.30615234375,-29.84619140625
0.1724999,0.2693476974964142,0.5051765441894531,9.749788284301758,-4.7607421875,10.223388671875,-38.818359375
0.17749990000000002,-1.370081901550293,0.3944447338581085,9.610923767089844,-10.223388671875,-9.918212890625,-25.970458984375
0.1824999,-1.9369091987609863,-0.44532153010368347,9.43494987487793,-25.2685546875,-22.94921875,-15.777587890625
0.1874999,-2.3044190406799316,-0.2495955228805542,9.57441234588623,-11.138916015625,-23.74267578125,6.500244140625
0.1924999,-2.3116016387939453,-0.5847837924957275,9.575610160827637,-12.725830078125,-37.78076171875,36.7431640625
0.1974999,-1.4993687868118286,-0.8960300087928772,9.671976089477539,-15.228271484375,-36.773681640625,17.364501953125
0.2024999,-0.5464765429496765,-1.0408791303634644,9.79647445678711,-1.495361328125,-23.193359375,19.073486328125
